Kingdom	Phylum	Class	Order	Family	Genus	Species	p-values	p-values (corrected)	Effect size	Note	Control: mean rel. freq. (%)	Control: std. dev. (%)	DSS: mean rel. freq. (%)	DSS: std. dev. (%)	RCE: mean rel. freq. (%)	RCE: std. dev. (%)	RCE_plus_DSS: mean rel. freq. (%)	RCE_plus_DSS: std. dev. (%)	Control_327	Control_327: parent seq. count	Control_327: rel. freq. (%)	Control_328	Control_328: parent seq. count	Control_328: rel. freq. (%)	Control_330	Control_330: parent seq. count	Control_330: rel. freq. (%)	DSS_334	DSS_334: parent seq. count	DSS_334: rel. freq. (%)	DSS_339	DSS_339: parent seq. count	DSS_339: rel. freq. (%)	DSS_treatedp	DSS_treatedp: parent seq. count	DSS_treatedp: rel. freq. (%)	RCE_318	RCE_318: parent seq. count	RCE_318: rel. freq. (%)	RCE_319	RCE_319: parent seq. count	RCE_319: rel. freq. (%)	RCE_322	RCE_322: parent seq. count	RCE_322: rel. freq. (%)	RCE_plus_DSS_301	RCE_plus_DSS_301: parent seq. count	RCE_plus_DSS_301: rel. freq. (%)	RCE_plus_DSS_305	RCE_plus_DSS_305: parent seq. count	RCE_plus_DSS_305: rel. freq. (%)	RCE_plus_DSS_313	RCE_plus_DSS_313: parent seq. count	RCE_plus_DSS_313: rel. freq. (%)
k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Turicibacter	s__(Turicibacter)	0.041537161	0.041537161	0.622925492		0	0	0.03571165	0.0505039	0.0756641	0.010236708	0.083473519	0.007376144	0	19438122	0	0	19438110	0	0	19438110	0	20825	19438101	0.107134951	0	19438115	0	0	19438110	0	17460	19438098	0.089823603	13839	19438102	0.071195223	12824	19438115	0.065973475	18107	19438095	0.093152132	15940	19438108	0.082003866	14630	19438100	0.075264558
k__Bacteria	p__Firmicutes	c__(Firmicutes)	o__(Firmicutes)	f__(Firmicutes)	g__(Firmicutes)	s__(Firmicutes)	0.042690948	0.042690948	0.620182592		6.131213311	2.148999799	3.606172399	0.896839524	4.219170012	1.481344637	9.182330079	1.983432114	1679225	19438122	8.638823236	659028	19438110	3.39039135	1237124	19438110	6.364425348	842970	19438101	4.336689062	455436	19438115	2.343004967	804509	19438110	4.138823167	613060	19438098	3.1539094	1227323	19438102	6.314006378	619997	19438115	3.189594259	1738375	19438095	8.943134602	2278589	19438108	11.7222777	1337648	19438100	6.881577932
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	s__Ruminococcus flavefaciens	0.045880968	0.045880968	0.612864212		0	0	0.35872655	0.226734407	0	0	0.213652551	0.0835254	0	19438122	0	0	19438110	0	0	19438110	0	38896	19438101	0.200101852	132057	19438115	0.679371431	38236	19438110	0.196706367	0	19438098	0	0	19438102	0	0	19438115	0	22946	19438095	0.118046547	39144	19438108	0.201377624	62500	19438100	0.321533483
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	s__(Ruminococcus)	0.046324966	0.046324966	0.611874614		0.091133662	0.064568856	0.352698885	0.169373294	0.045350793	0.064135706	0.277696872	0.064533091	25606	19438122	0.131730833	0	19438110	0	27538	19438110	0.141670152	45665	19438101	0.234925212	115116	19438115	0.592217918	44893	19438110	0.230953524	0	19438098	0	26446	19438102	0.136052378	0	19438115	0	38036	19438095	0.195677611	55213	19438108	0.284045134	68688	19438100	0.35336787
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Roseburia	s__(Roseburia)	0.047951908	0.047951908	0.608305052		0.302210367	0.088044582	0.11267386	0.049085326	0.165415646	0.018230443	0.175816206	0.044502687	79582	19438122	0.409411979	37663	19438110	0.19375855	58987	19438110	0.303460573	19837	19438101	0.10205215	11386	19438115	0.058575639	34482	19438110	0.17739379	29377	19438098	0.151131042	37155	19438102	0.191145205	29929	19438115	0.153970691	33578	19438095	0.172743265	45056	19438108	0.231792107	23892	19438100	0.122913248
k__Bacteria	p__Actinobacteria <phylum>	c__Coriobacteriia	o__(Coriobacteriia)	f__(Coriobacteriia)	g__(Coriobacteriia)	s__(Coriobacteriia)	0.049795619	0.049795619	0.604362435		0.019955632	0.028221525	0.020585001	0.029111588	0.08188898	0.015838307	0.06589807	0.008450432	11637	19438122	0.059866895	0	19438110	0	0	19438110	0	12004	19438101	0.061755004	0	19438115	0	0	19438110	0	16266	19438098	0.083681027	11985	19438102	0.061657254	19502	19438115	0.100328658	12015	19438095	0.061811613	11316	19438108	0.058215542	15097	19438100	0.077667056
k__Bacteria	p__Spirochaetes	c__Spirochaetia	o__(Spirochaetia)	f__(Spirochaetia)	g__(Spirochaetia)	s__(Spirochaetia)	0.051767602	0.051767602	0.600258575		0.01610067	0.003376239	0.01031479	0.001336282	0.013559278	0.001978438	0.018355702	0.002596842	3089	19438122	0.015891453	2347	19438110	0.012074219	3953	19438110	0.020336339	2334	19438101	0.012007346	1699	19438115	0.008740559	1982	19438110	0.010196465	2635	19438098	0.013555853	3107	19438102	0.015984071	2165	19438115	0.011137911	3093	19438095	0.015912053	4267	19438108	0.021951725	3344	19438100	0.017203327
k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__Turicimonas	s__Turicimonas muris	0.051930855	0.051930855	0.599923835		0	0	0	0	0.04918003	0.034781051	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	14192	19438098	0.073011259	0	19438102	0	14487	19438115	0.074528832	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus johnsonii	0.053242553	0.053242553	0.597260976		0.063023939	0.044819392	0	0	0	0	0	0	19512	19438122	0.100380068	17240	19438110	0.08869175	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Faecalibacterium	s__(Faecalibacterium)	0.054678409	0.054678409	0.594398822		0	0	0	0	0	0	0.041741044	0.029861015	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	11092	19438095	0.057063205	13249	19438108	0.068159926	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides vulgatus	0.05593917	0.05593917	0.591929236		0.142177724	0.037874165	0.254887623	0.029637368	0.12854305	0.020227346	0.15081207	0.064929288	21178	19438122	0.108950854	37938	19438110	0.195173296	23794	19438110	0.12240902	51412	19438101	0.264490857	55480	19438115	0.285418622	41744	19438110	0.214753389	28317	19438098	0.145677833	19465	19438102	0.100138378	27177	19438115	0.13981294	31603	19438095	0.162582805	12841	19438108	0.066060956	43501	19438100	0.223792449
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella sp. CAG:1031	0.05745735	0.05745735	0.589007117		0.369169914	0.154036808	0.294274177	0.062248245	0.686632383	0.216010228	0.264087879	0.066198828	61247	19438122	0.315087023	112539	19438110	0.578960609	41493	19438110	0.213462111	66962	19438101	0.344488384	64493	19438115	0.331786287	40149	19438110	0.206547859	141851	19438098	0.729757613	78367	19438102	0.40316179	180187	19438115	0.926977744	49673	19438095	0.255544589	36470	19438108	0.187621141	67858	19438100	0.349097906
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminiclostridium	s__[Eubacterium] siraeum	0.05885711	0.05885711	0.586360885		0	0	0.03244657	0.04588638	0	0	0.067127616	0.008202331	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	18921	19438110	0.09733971	0	19438098	0	0	19438102	0	0	19438115	0	14863	19438095	0.076463254	10982	19438108	0.056497268	13300	19438100	0.068422325
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__(Clostridiales)	g__(Clostridiales)	s__(Clostridiales)	0.058975627	0.058975627	0.58613888		9.222406237	3.512839989	3.632719871	1.039914804	5.366372038	1.42882032	10.03325165	2.097523851	2580567	19438122	13.27580411	915191	19438110	4.708230378	1882228	19438110	9.683184219	785246	19438101	4.039725897	428675	19438115	2.205332153	904475	19438110	4.653101562	850364	19438098	4.374728433	1435876	19438102	7.386914628	843123	19438115	4.337473052	1893179	19438095	9.739529517	2475719	19438108	12.73641961	1481923	19438100	7.623805825
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides caccae	0.060764559	0.060764559	0.582825477		0	0	0.044757431	0.032793322	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	15095	19438115	0.077656707	11005	19438110	0.056615587	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	g__(Erysipelotrichaceae)	s__(Erysipelotrichaceae)	0.060848729	0.060848729	0.582671283		0.02270281	0.032106622	0.118644952	0.04180101	0.087000934	0.028654984	0.11327752	0.023796281	13239	19438122	0.068108431	0	19438110	0	0	19438110	0	25435	19438101	0.13085126	12139	19438115	0.062449471	31613	19438110	0.162634124	10333	19438098	0.053158493	23953	19438102	0.123227052	16448	19438115	0.084617258	15827	19438095	0.081422588	26942	19438108	0.138604025	23288	19438100	0.119805948
k__Bacteria	p__(Bacteria)	c__(Bacteria)	o__(Bacteria)	f__(Bacteria)	g__(Bacteria)	s__(Bacteria)	0.063995814	0.063995814	0.577010969		14.22827968	2.571833501	10.26574012	0.9515367	12.73348231	0.858341194	14.6295171	0.569982088	3296607	19438122	16.95949331	2095927	19438110	10.78256579	2904594	19438110	14.94277993	2214637	19438101	11.39327859	1762234	19438115	9.065868784	2009526	19438110	10.33807299	2289554	19438098	11.77869357	2694128	19438102	13.86003633	2441761	19438115	12.56171702	2812841	19438095	14.47076475	2992167	19438108	15.39330371	2726093	19438100	14.02448285
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__(Clostridium)	0.066712393	0.066712393	0.572280532		0.925096644	0.192367112	1.961019174	0.803026773	0.766259581	0.259487787	0.735898356	0.100299731	146531	19438122	0.753833112	232049	19438110	1.193783758	160884	19438110	0.827673061	504877	19438101	2.597357633	160995	19438115	0.828243891	477683	19438110	2.457455998	124385	19438098	0.639903143	219225	19438102	1.12781073	103229	19438115	0.531064869	122443	19438095	0.629912551	137476	19438108	0.707249903	169215	19438100	0.870532614
k__Bacteria	p__(uncultured bacterium)	c__(uncultured bacterium)	o__(uncultured bacterium)	f__(uncultured bacterium)	g__(uncultured bacterium)	s__uncultured bacterium	0.067483646	0.067483646	0.570962282		0.050030571	0.036171086	0.085534733	0.020291133	0.188535158	0.082103042	0.048945118	0.035843684	12793	19438122	0.065813971	16382	19438110	0.084277741	0	19438110	0	21979	19438101	0.113071745	15309	19438115	0.078757637	12591	19438110	0.064774816	34384	19438098	0.176889735	18332	19438102	0.094309619	57227	19438115	0.294406119	12051	19438095	0.061996816	0	19438108	0	16491	19438100	0.084838539
k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__(Betaproteobacteria)	f__(Betaproteobacteria)	g__(Betaproteobacteria)	s__(Betaproteobacteria)	0.070808593	0.070808593	0.565397326		0.013999987	0.004327758	0.008474762	0.001767998	0.022900037	0.005840162	0.014936302	0.00504899	2285	19438122	0.011755251	3898	19438110	0.02005339	1981	19438110	0.01019132	1994	19438101	0.010258204	1179	19438115	0.006065403	1769	19438110	0.009100679	5270	19438098	0.027111706	2846	19438102	0.014641347	5238	19438115	0.026947057	2492	19438095	0.012820186	1961	19438108	0.01008843	4257	19438100	0.021900289
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__(Lachnospiraceae bacterium A2)	s__Lachnospiraceae bacterium A2	0.073189194	0.073189194	0.561524573		0.220383174	0.04035346	0	0	0.284650456	0.192356078	0.065635693	0.048537548	46813	19438122	0.240830879	49820	19438110	0.256300638	31882	19438110	0.164018004	0	19438101	0	0	19438115	0	0	19438110	0	42497	19438098	0.218627357	17323	19438102	0.089118783	106172	19438115	0.546205226	15755	19438095	0.081052181	22520	19438108	0.115854897	0	19438100	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Lachnoclostridium	s__Lachnoclostridium sp. An196	0.075909173	0.075909173	0.557206249		0	0	0	0	0	0	0.053455147	0.041267952	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	11643	19438095	0.059897845	19529	19438108	0.100467597	0	19438100	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__(Clostridiaceae)	s__(Clostridiaceae)	0.076698956	0.076698956	0.555972685		0.150175751	0.040087696	0.073649146	0.025984696	0.091282906	0.028268121	0.139970805	0.014658865	27652	19438122	0.142256541	20511	19438110	0.105519518	39411	19438110	0.202751193	17629	19438101	0.090693016	7179	19438115	0.036932594	18140	19438110	0.09332183	13297	19438098	0.068406899	25486	19438102	0.131113624	14448	19438115	0.074328195	29065	19438095	0.149525969	29376	19438108	0.151125819	23182	19438100	0.119260627
k__Bacteria	p__Spirochaetes	c__(Spirochaetes)	o__(Spirochaetes)	f__(Spirochaetes)	g__(Spirochaetes)	s__(Spirochaetes)	0.079559419	0.079559419	0.551577855		0.001413031	0.000258811	0.000931161	0.000264431	0.000984321	0.000251761	0.001541646	0.000164536	322	19438122	0.001656539	205	19438110	0.001054629	297	19438110	0.001527926	252	19438101	0.001296423	132	19438115	0.000679078	159	19438110	0.000817981	235	19438098	0.001208966	216	19438102	0.00111122	123	19438115	0.000632777	334	19438095	0.001718275	257	19438108	0.001322145	308	19438100	0.001584517
k__Bacteria	p__Bacteroidetes	c__(Bacteroidetes)	o__(Bacteroidetes)	f__(Bacteroidetes)	g__(Bacteroidetes)	s__(Bacteroidetes)	0.083743816	0.083743816	0.545343363		2.686030585	0.825011553	4.256137785	0.610627768	4.579311038	0.786689957	3.208417083	0.536362009	422340	19438122	2.172740762	748381	19438110	3.850070815	395620	19438110	2.035280179	967966	19438101	4.979735418	836327	19438115	4.302510814	677645	19438110	3.486167122	867554	19438098	4.463163011	715158	19438102	3.679155506	1087682	19438115	5.595614595	638774	19438095	3.286196513	489079	19438108	2.516083355	743113	19438100	3.822971381
k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__(Desulfovibrionaceae)	s__(Desulfovibrionaceae)	0.085477247	0.085477247	0.542824202		0.108357562	0.024445279	0.136340434	0.042866477	0.28707707	0.123067493	0.265139071	0.053509544	21977	19438122	0.113061334	14840	19438110	0.076344871	26371	19438110	0.135666482	30850	19438101	0.158708919	14843	19438115	0.076360285	33813	19438110	0.173952097	80343	19438098	0.413327477	63699	19438102	0.327701748	23365	19438115	0.120201985	61921	19438095	0.318554879	55370	19438108	0.284852826	37323	19438100	0.192009507
k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__(Deltaproteobacteria)	f__(Deltaproteobacteria)	g__(Deltaproteobacteria)	s__(Deltaproteobacteria)	0.086202953	0.086202953	0.5417801		0.052633706	0.016322346	0.08032332	0.021347163	0.195221399	0.099603365	0.189426941	0.055587817	11012	19438122	0.056651563	6014	19438110	0.030939222	13667	19438110	0.070310334	18457	19438101	0.094952691	9746	19438115	0.050138607	18637	19438110	0.095878663	59744	19438098	0.307355174	41400	19438102	0.212983757	12698	19438115	0.065325264	46611	19438095	0.239792017	42087	19438108	0.216517986	21765	19438100	0.11197082
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella sp. CAG:485	0.089263969	0.089263969	0.537442147		0.347742934	0.170970438	0.124789241	0.028934585	0.739536991	0.446918654	0.090739316	0.016354903	61268	19438122	0.315195058	111090	19438110	0.57150618	30426	19438110	0.156527564	32204	19438101	0.16567462	20565	19438115	0.105797296	20001	19438110	0.102895806	146506	19438098	0.753705429	36005	19438102	0.18522899	248745	19438115	1.279676553	14247	19438095	0.073294219	16777	19438108	0.08630984	21890	19438100	0.112613887
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__(Alistipes)	0.08943653	0.08943653	0.537200697		1.038133987	0.131701721	2.646515927	0.6452052	3.477196303	1.596682813	1.410273347	0.532086338	195720	19438122	1.006887394	235740	19438110	1.212772229	173921	19438110	0.894742339	356975	19438101	1.836470548	522458	19438115	2.687801775	663865	19438110	3.415275456	594027	19438098	3.055993441	1090284	19438102	5.609004418	343392	19438115	1.766591051	325760	19438095	1.675884391	129797	19438108	0.66774503	366834	19438100	1.88719062
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Eubacteriaceae	g__(Eubacteriaceae)	s__(Eubacteriaceae)	0.091252714	0.091252714	0.534678863		0.020032807	0.007031339	0.007173195	0.001831654	0.011928461	0.004357529	0.018724393	0.004781012	4739	19438122	0.024379927	1966	19438110	0.010114152	4977	19438110	0.025604341	1507	19438101	0.007752815	913	19438115	0.004696957	1763	19438110	0.009069812	1751	19438098	0.009008083	3516	19438102	0.018088186	1689	19438115	0.008689114	3281	19438095	0.016879226	4914	19438108	0.025280238	2724	19438100	0.014013715
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__(Bacteroidia)	f__(Bacteroidia)	g__(Bacteroidia)	s__(Bacteroidia)	0.097170139	0.097170139	0.526696161		0.545070051	0.182971189	0.891376188	0.148326099	0.980069756	0.21170355	0.669972867	0.083925529	84015	19438122	0.43221768	156118	19438110	0.803154216	77721	19438110	0.399838256	208465	19438101	1.072455586	173492	19438115	0.892535104	137843	19438110	0.709137874	187734	19438098	0.96580437	141551	19438102	0.728214102	242236	19438115	1.246190796	129126	19438095	0.664293492	110825	19438108	0.570142938	150739	19438100	0.775482172
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__(Lachnospiraceae bacterium 3-2)	s__Lachnospiraceae bacterium 3-2	0.097579719	0.097579719	0.52615622		0.061242211	0.050430061	0	0	0.097823321	0.033589661	0.040604102	0.028861175	24009	19438122	0.123515019	0	19438110	0	11704	19438110	0.060211615	0	19438101	0	0	19438115	0	0	19438110	0	12037	19438098	0.061924783	27741	19438102	0.142714551	17267	19438115	0.08883063	11140	19438095	0.057310143	12538	19438108	0.064502162	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas	s__(Porphyromonas)	0.09902713	0.09902713	0.524260581		0	0	0.012950501	0.018314775	0.068329695	0.050545357	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	7552	19438115	0.038851504	0	19438110	0	16389	19438098	0.084313805	0	19438102	0	23457	19438115	0.120675282	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__(Burkholderiales)	g__(Burkholderiales)	s__(Burkholderiales)	0.101703533	0.101703533	0.520805162		0.586771624	0.299723385	0.374379754	0.184774779	1.558961913	0.576430421	0.736165931	0.534122559	95282	19438122	0.490181099	192922	19438110	0.992493612	53968	19438110	0.277640162	111334	19438101	0.572761712	24860	19438115	0.12789306	82123	19438110	0.422484491	379121	19438098	1.950401732	144615	19438102	0.743976958	385362	19438115	1.982507049	102240	19438095	0.525977468	41390	19438108	0.212932246	285660	19438100	1.469588077
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Paraprevotella	s__(Paraprevotella)	0.114334337	0.114334337	0.505292679		0.055000188	0.039298925	0.402745014	0.271001212	0.362895411	0.160818673	0.509044954	0.103898577	14692	19438122	0.075583433	17381	19438110	0.08941713	0	19438110	0	151431	19438101	0.77904215	53950	19438115	0.277547489	29477	19438110	0.151645402	67836	19438098	0.348984762	33678	19438102	0.173257657	110106	19438115	0.566443814	121342	19438095	0.624248415	72399	19438108	0.372459089	103105	19438100	0.530427357
k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__(Bacillales)	g__(Bacillales)	s__(Bacillales)	0.119168078	0.119168078	0.49966764		0.102803179	0.017662691	0.058699136	0.041521257	0.090536949	0.019374883	0.126984285	0.003628616	23932	19438122	0.12311889	15562	19438110	0.080059224	20455	19438110	0.105231424	17378	19438101	0.089401737	0	19438115	0	16852	19438110	0.086695672	15679	19438098	0.080661184	22861	19438102	0.117609219	14256	19438115	0.073340445	25611	19438095	0.131756739	23902	19438108	0.122964642	24537	19438100	0.126231473
k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfovibrionales	f__(Desulfovibrionales)	g__(Desulfovibrionales)	s__(Desulfovibrionales)	0.120075337	0.120075337	0.498629325		0.029740539	0.010555565	0.043738827	0.021701892	0.130559737	0.075441899	0.122595995	0.044404937	6312	19438122	0.032472273	3045	19438110	0.015665103	7986	19438110	0.041084241	10011	19438101	0.051501945	2749	19438115	0.014142318	12746	19438110	0.065572219	42509	19438098	0.218689092	26936	19438102	0.1385732	6690	19438115	0.034416917	31618	19438095	0.162659973	28077	19438108	0.14444307	11796	19438100	0.060684943
k__Bacteria	p__Chlamydiae	c__Chlamydiia	o__Chlamydiales	f__(Chlamydiales)	g__(Chlamydiales)	s__(Chlamydiales)	0.122713142	0.122713142	0.49564058		1.37E-05	1.28E-05	1.71E-06	2.43E-06	3.43E-05	1.28E-05	1.71E-05	1.48E-05	2	19438122	1.03E-05	0	19438110	0	6	19438110	3.09E-05	0	19438101	0	1	19438115	5.14E-06	0	19438110	0	6	19438098	3.09E-05	10	19438102	5.14E-05	4	19438115	2.06E-05	3	19438095	1.54E-05	7	19438108	3.60E-05	0	19438100	0
k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__(Lactobacillaceae)	s__(Lactobacillaceae)	0.13046474	0.13046474	0.487103461		0.007910575	0.00234298	0.004079614	0.004329216	0.002735178	0.001097724	0.001181528	0.000847942	1778	19438122	0.009146974	1935	19438110	0.009954672	900	19438110	0.00463008	421	19438101	0.002165849	1958	19438115	0.010072993	0	19438110	0	809	19438098	0.00416193	496	19438102	0.002551689	290	19438115	0.001491914	379	19438095	0.00194978	310	19438108	0.001594805	0	19438100	0
k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Mailhella	s__Mailhella massiliensis	0.13668411	0.13668411	0.480499649		0	0	0	0	0.05963546	0.045210104	0.056228057	0.039885023	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	21269	19438098	0.109419142	13507	19438102	0.069487237	0	19438115	0	17148	19438095	0.088218521	15641	19438108	0.08046565	0	19438100	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__(Clostridia)	f__(Clostridia)	g__(Clostridia)	s__(Clostridia)	0.136811515	0.136811515	0.480366517		0.146199019	0.033767583	0.119667	0.033963387	0.126368635	0.045708915	0.209703264	0.032966551	35417	19438122	0.182203816	19638	19438110	0.101028341	30200	19438110	0.155364899	27208	19438101	0.139972521	13960	19438115	0.071817663	28615	19438110	0.147210814	19233	19438098	0.098944866	37083	19438102	0.190774799	17375	19438115	0.089386239	40277	19438095	0.207206519	48842	19438108	0.251269311	33168	19438100	0.170633961
k__Bacteria	p__Actinobacteria <phylum>	c__(Actinobacteria <phylum>)	o__(Actinobacteria <phylum>)	f__(Actinobacteria <phylum>)	g__(Actinobacteria <phylum>)	s__(Actinobacteria <phylum>)	0.142093486	0.142093486	0.474919277		0.037230985	0.023621826	0.033631524	0.02115919	0.005962515	0.001026544	0.004772414	0.000696071	754	19438122	0.003878976	10158	19438110	0.052258167	10799	19438110	0.055555813	727	19438101	0.003740077	9209	19438115	0.047375993	9676	19438110	0.049778502	1124	19438098	0.005782459	934	19438102	0.004804996	1419	19438115	0.007300091	834	19438095	0.004290544	830	19438108	0.004269963	1119	19438100	0.005756735
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__(Lachnospiraceae bacterium COE1)	s__Lachnospiraceae bacterium COE1	0.145246763	0.145246763	0.471732193		0.501879882	0.313935588	0.08154772	0.069942993	0.157938929	0.070054586	0.233076597	0.064012181	177024	19438122	0.910705263	28678	19438110	0.14753492	86966	19438110	0.447399464	14353	19438101	0.073839518	0	19438115	0	33201	19438110	0.170803643	21118	19438098	0.108642317	49958	19438102	0.25701069	21025	19438115	0.10816378	44304	19438095	0.22792357	61021	19438108	0.313924586	30592	19438100	0.157381637
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Eubacteriaceae	g__Eubacterium	s__(Eubacterium)	0.146133118	0.146133118	0.470844736		0.210517675	0.057791759	0.302635787	0.157036877	0.186009226	0.120983873	0.437760518	0.034386335	46082	19438122	0.237070227	25328	19438110	0.130300734	51352	19438110	0.264182063	76879	19438101	0.395506742	15841	19438115	0.081494528	83760	19438110	0.430906091	17328	19438098	0.089144524	69313	19438102	0.356583168	21829	19438115	0.112299984	80342	19438095	0.413322396	94545	19438108	0.486389931	80390	19438100	0.413569227
k__Bacteria	p__Tenericutes	c__(Tenericutes)	o__(Tenericutes)	f__(Tenericutes)	g__(Tenericutes)	s__(Tenericutes)	0.148516475	0.148516475	0.468476234		0.001268985	0.001794616	0.005144534	0.002084463	0.005341743	0.004709114	0.017822382	0.01211321	0	19438122	0	740	19438110	0.003806954	0	19438110	0	1540	19438101	0.007922585	564	19438115	0.002901516	896	19438110	0.004609502	888	19438098	0.004568348	2227	19438102	0.01145688	0	19438115	0	1207	19438095	0.006209456	6713	19438108	0.034535254	2473	19438100	0.012722437
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Rikenella	s__Rikenella microfusus	0.148923347	0.148923347	0.468074456		0.022519336	0.031847151	0	0	0.066023231	0.047837713	0	0	0	19438122	0	0	19438110	0	13132	19438110	0.067558008	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	21735	19438102	0.111816473	16766	19438115	0.08625322	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Chlamydiae	c__Chlamydiia	o__Chlamydiales	f__Chlamydiaceae	g__Chlamydia	s__Chlamydia trachomatis	0.152595894	0.152595894	0.4644808		0.091214286	0.068220661	0.105161105	0.081076376	0	0	0	0	0	19438122	0	31887	19438110	0.164043726	21304	19438110	0.109599133	0	19438101	0	22970	19438115	0.118169895	38354	19438110	0.197313422	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
