Sample_ID	Control_327	Control_328	Control_330	DSS_334	DSS_339	DSS_treatedp	D_Control	D_DSS	D_RCE	D_RCE_plus_DSS	RCE_318	RCE_319	RCE_322	RCE_plus_DSS_301	RCE_plus_DSS_305	RCE_plus_DSS_313	Start
2-ISOPROPYLMALATESYN-RXN|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	0.553958	0.548008	0.13326	0	0.253868	0.870976	0	1.58581	1.19406	0.388045	0.905671	0.488284	0.7655	0.34772	0	0.198497	0.360537
2-ISOPROPYLMALATESYN-RXN|g__Clostridium.s__Clostridium_sp_ASF502	0.123752	0.115421	0	0	0	0.147993	0	0	0	0.11337	0	0.112003	0	0	0.166193	0	0
2-ISOPROPYLMALATESYN-RXN|g__Dorea.s__Dorea_sp_5_2	0.545283	0.156637	0.0902402	0	0	0	0	0	0	0	0	0.122171	0	0	0.432125	0	0
2-ISOPROPYLMALATESYN-RXN|g__Escherichia.s__Escherichia_coli	0	0	0	0.599577	9.949397	0	0	0.382044	0	0	0	0	0	0	0	0	0
2-ISOPROPYLMALATESYN-RXN|g__Faecalibaculum.s__Faecalibaculum_rodentium	0	0	0	0.15608	0	0	0	0.447364	0.458077	0.254528	0.253096	0	0	0.190542	0	0.396399	0.177881
2-ISOPROPYLMALATESYN-RXN|g__Firmicutes_unclassified.s__Firmicutes_bacterium_ASF500	1.54923	0.730308	1.00815	0.823646	0.412936	0.725977	0.845429	0.380676	0.615715	1.24045	0.313326	1.15817	0.52033	3.3375	4.41423	1.40515	0.621441
2-ISOPROPYLMALATESYN-RXN|g__Helicobacter.s__Helicobacter_apodemus	0	0	0	3.5709	0	0	0	0	0	0	0	0	0	0	0	0	0.28492
2-ISOPROPYLMALATESYN-RXN|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	0.742703	0.255693	0	0	0.4573	0	0.0682884	0.201724	0.134871	0.284356	1.19434	3.41272	0	0.302305
2-ISOPROPYLMALATESYN-RXN|g__Helicobacter.s__Helicobacter_typhlonius	9.9769	15.7056	12.3546	10.2583	2.45774	5.30493	19.6347	7.8876	3.88831	15.6826	11.3303	10.2822	4.01192	9.41535	19.6585	6.41518	9.91532
2-ISOPROPYLMALATESYN-RXN|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	0	0	0	1.26291	0	0	0	0.41026	0.185466	0.225204	0	0.639946	0.73799	0.963887	2.14314	1.00885	0.523046
2-ISOPROPYLMALATESYN-RXN|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	0.130729	0.335533	0.12592	0	0	0.493335	0.502422	0.233879	0.129633	0.639159	0.17546	0.316988	0	0	0.264453	0	0.186537
2-ISOPROPYLMALATESYN-RXN|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_3_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.190268
2-ISOPROPYLMALATESYN-RXN|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	0	0.473615	0	0	0	0	0.111681	0	0	0	0.384209	0	1.39576	0	0	0	0.31769
2-ISOPROPYLMALATESYN-RXN|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	1.51865	0.131667	0.652693	0	0	0	0.459681	0	0.215617	0	0	0	0	0	0	0	0.164209
2-ISOPROPYLMALATESYN-RXN|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_COE1	0	0	0.22451	0	0	0	0	0	0.241716	0	0	0	0	0	0	0	0
2-ISOPROPYLMALATESYN-RXN|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_M18_1	0	0	0	0	0	0	0	0	0	0.0566808	0	0	0	0	0	0	0
2-ISOPROPYLMALATESYN-RXN|g__Mucispirillum.s__Mucispirillum_schaedleri	0.651098	0.794467	2.4841	1.55045	0.58373	0.93411	1.88836	0.343969	0.893562	1.00801	2.15594	3.03554	0.39836	4.92485	4.34409	1.65216	1.03104
2-ISOPROPYLMALATESYN-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	7.01954	5.81179	3.66045	0	0	0	3.2658	0	3.42322	0	3.57051	2.36	3.46732	0	0	0	4.12121
2-ISOPROPYLMALATESYN-RXN|g__Muribaculum.s__Muribaculum_intestinale	0.486339	2.09165	0.409411	1.74273	0.829394	0	2.4016	0.308733	4.65263	0.19899	6.01241	0.722837	5.57294	0.92396	0.664511	0.187761	2.78544
2-ISOPROPYLMALATESYN-RXN|g__Oscillibacter.s__Oscillibacter_sp_1_3	0.350698	0.253477	0.271731	0.475992	0.122185	0	0.27388	0.19257	0.0844959	0.508346	0	0.32698	0	0.930447	1.02197	0.607997	0.115829
2-ISOPROPYLMALATESYN-RXN|g__Parabacteroides.s__Parabacteroides_distasonis	0.494446	0.425603	0.1724909	4.79009	0.579157	0.575266	1.86277	3.167	2.48723	1.549703	0.725623	0.38755	1.655486	0.82766	0.391635	1.307302	1.305951
2-ISOPROPYLMALATESYN-RXN|g__Prevotella.s__Prevotella_sp_MGM1	1.6864	0.641404	0.318032	1.22938	0.747858	0	1.41014	0	4.39428	0.132668	2.64145	3.19082	1.64471	1.07569	0.877351	2.02171	1.9489
2-ISOPROPYLMALATESYN-RXN|unclassified	76.1794828	59.69238	54.6677469	70.3958335	40.8881879	36.468372	65.6659345	52.4762432	90.6598835	63.9224671	65.194594	76.9166238	61.2068999	82.5995125	74.2465352	83.8541386	76.5080121
2-NITROPROPANE-DIOXYGENASE-RXN	6.3889004	2.9631913	3.17534	11.96208	5.8668188	5.426019	6.6225084	10.8740408	9.7575905	11.455485	4.082062	6.4304768	4.2405259	7.4895845	6.4369479	8.053988	4.4038028
2-NITROPROPANE-DIOXYGENASE-RXN|g__Acetatifactor.s__Acetatifactor_muris	0	0	0.0695722	0	0.0938332	0.207267	0	0	0	0.280786	0	0.0942114	0	0.214274	0.435406	0	0
2-NITROPROPANE-DIOXYGENASE-RXN|g__Alistipes.s__Alistipes_indistinctus	0	0	0	0.200417	0	0	0	0.0821108	0	0	0	0	0	0	0	0	0
2-NITROPROPANE-DIOXYGENASE-RXN|g__Bacteroides.s__Bacteroides_sartorii	0.178003	0.263797	0	4.6191	2.89393	2.43304	0.655021	4.65103	2.5775	2.99938	0.595141	0	0	1.22924	0.856532	1.66116	0.889308
2-NITROPROPANE-DIOXYGENASE-RXN|g__Bacteroides.s__Bacteroides_uniformis	0	0.094564	0	0	0.0465653	0	0.656517	0	1.17996	0.257319	0	0	0	0.234065	0.0254447	0.0970787	0.19538
2-NITROPROPANE-DIOXYGENASE-RXN|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	0	0.0756796	0	0	0.186261	0	0.985253	0	2.8163	0.538912	0	0	0	0.617041	0.148121	0.048494	0.655167
2-NITROPROPANE-DIOXYGENASE-RXN|g__Dorea.s__Dorea_sp_5_2	0.932462	0.13444	0	0.200492	0	0	0	0	0	0.0943305	0.219566	0	0	0.365295	0.516503	0	0
2-NITROPROPANE-DIOXYGENASE-RXN|g__Lactobacillus.s__Lactobacillus_intestinalis	0.590051	0.461053	0.192884	0	0	0	0	0	0	0	0	0.0949277	0	0	0	0	0
2-NITROPROPANE-DIOXYGENASE-RXN|g__Parabacteroides.s__Parabacteroides_distasonis	0	0.18991	0.137446	2.60877	0.514114	0.366693	0.872491	1.3426	1.1636	0.447669	0.578759	0.281455	0.717159	0.363101	0.280848	0.511358	0.636421
2-NITROPROPANE-DIOXYGENASE-RXN|g__Romboutsia.s__Romboutsia_ilealis	0	0	0	0.172867	0	0.253084	0	0.564702	0	0.519913	0.126251	0	0.17346	0	0.128637	0	0
2-NITROPROPANE-DIOXYGENASE-RXN|unclassified	4.6883854	1.7437473	2.775438	4.160434	2.1321146	2.165935	3.4532264	4.233598	2.0202305	6.317175	2.562345	5.9598821	3.3499069	4.4665725	4.0454609	5.735897	2.0275268
IMIDAZOLONEPROPIONASE-RXN	18.4437859	19.8877011	10.274609	54.723053	34.127337	34.396073	20.1638352	36.303935	29.389702	38.5783441	24.749625	25.2823916	21.452753	34.83832	27.012199	35.0630684	23.034271
IMIDAZOLONEPROPIONASE-RXN|g__Alistipes.s__Alistipes_timonensis	0	0	0	0.360118	1.66246	0.594085	0	0.652035	0.166177	1.24746	0.350617	0.271196	0.20853	0.543436	0.403977	1.36206	0
IMIDAZOLONEPROPIONASE-RXN|g__Bacteroides.s__Bacteroides_sartorii	0.390319	0.221452	0	3.96523	2.62362	2.07435	0.977075	5.00161	2.6193	2.98852	1.1756	0	0.33468	1.8365	1.26524	1.93216	1.40918
IMIDAZOLONEPROPIONASE-RXN|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0.263876	0.102221	0.172942	0	0.362538	0.136403	0.108834	0	0	0	0.170678	0.0744519	0.176877	0.0726629
IMIDAZOLONEPROPIONASE-RXN|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	0	0	0	0.0722558	0.15173	0.0576767	0	0.120016	0.060582	0.0815758	0	0	0	0.0463415	0.018613	0.0355239	0.0436216
IMIDAZOLONEPROPIONASE-RXN|g__Firmicutes_unclassified.s__Firmicutes_bacterium_ASF500	0.799094	0.311353	0.567977	0.416566	0.226463	0.470568	0.474288	0.423614	0.24787	0.430987	0.251605	0.506977	0.382713	2.64111	3.24857	0.70824	0.474175
IMIDAZOLONEPROPIONASE-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	6.05361	4.65818	3.26071	0	0	0	3.93613	0	3.12142	0	2.68665	1.28947	1.00928	0	0	0	3.81066
IMIDAZOLONEPROPIONASE-RXN|g__Parabacteroides.s__Parabacteroides_distasonis	0.328235	0.371602	0.113055	2.58428	0.338876	0.172052	1.04276	1.23416	1.39958	0.702604	0.437113	0.340151	1.08154	0.47818	0.333124	0.494722	0.819007
IMIDAZOLONEPROPIONASE-RXN|g__Romboutsia.s__Romboutsia_ilealis	0	0	0	0.213263	0	0.26472	0	0.254867	0	0.347954	0.138351	0	0	0	0.164693	0.174827	0
IMIDAZOLONEPROPIONASE-RXN|unclassified	10.8725209	14.3251161	6.332873	46.847457	29.021974	30.589678	13.7335832	28.255099	21.638366	32.6704131	19.709694	22.8745976	18.436008	29.12207	21.503527	30.1786514	16.404959
ISOPROPANOL-DEHYDROGENASE-NADP+-RXN	0	0	0	0	0	0	0	0	0	0	0	0.0745675	0	0	0.202879	0	0.063355
ISOPROPANOL-DEHYDROGENASE-NADP+-RXN|unclassified	0	0	0	0	0	0	0	0	0	0	0	0.0745675	0	0	0.202879	0	0.063355
PROPANEDIOL-DEHYDRATASE-RXN	0.297559	0	0	0	0.133714	0	0.0809684	0	0	0	0.157699	0.40181	0	0.623635	0	0.10604	0
PROPANEDIOL-DEHYDRATASE-RXN|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0	0	0.157699	0.40181	0	0.325751	0	0.10604	0
PROPANEDIOL-DEHYDRATASE-RXN|unclassified	0.297559	0	0	0	0.133714	0	0.0809684	0	0	0	0	0	0	0.297884	0	0	0
PROPCOASYN-RXN	7.7782278	4.0604224	6.6106085	36.213543	22.2858871	16.1544435	9.7289276	19.02692	9.1362035	25.064831	5.1760415	10.529897	6.875215	21.5950025	23.6086004	18.588323	8.1525796
PROPCOASYN-RXN|g__Bacteroides.s__Bacteroides_sartorii	0.283573	0.28235	0.0976972	4.97319	2.90842	2.35207	0.857817	5.82151	3.21601	3.1258	1.10018	0	0.279518	1.91507	1.21706	1.88573	1.10287
PROPCOASYN-RXN|g__Escherichia.s__Escherichia_coli	0	0	0	0.203036	1.78842	0	0	0.525536	0	0	0	0	0	0	0	0	0
PROPCOASYN-RXN|g__Parabacteroides.s__Parabacteroides_distasonis	0.29178	0.378402	0.195002	2.34923	0.394653	0.229352	0.951256	1.79217	1.4039	0.658712	0.283764	0.251167	0.880621	0.360629	0.287394	0.67138	0.795884
PROPCOASYN-RXN|unclassified	7.2028748	3.3996704	6.3179095	28.688077	17.1944011	13.5730265	7.9198496	10.887706	4.5162985	21.280313	3.7921035	10.27873	5.715074	19.3193075	22.1041404	16.031212	6.2538246
PROPIONATE--COA-LIGASE-RXN	0	0	0	0.8593836	5.5034274	0	0	0.51624937	0	0	0.2270615	0	0	0.817258	2.6837	0.135126	0.271788
PROPIONATE--COA-LIGASE-RXN|g__Escherichia.s__Escherichia_coli	0	0	0	0	4.627856	0	0	0	0	0	0	0	0	0	0	0	0
PROPIONATE--COA-LIGASE-RXN|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	0.43547	0.234286	0	0	0.258087	0	0	0.142602	0	0	0.817258	2.6837	0	0.271788
PROPIONATE--COA-LIGASE-RXN|unclassified	0	0	0	0.4239136	0.6412771	0	0	0.25816237	0	0	0.0844595	0	0	0	0	0.135126	0
PROPIONATE-COA-TRANSFERASE-RXN	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145452	0.426601	0	0
PROPIONATE-COA-TRANSFERASE-RXN|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145452	0.426601	0	0
PROPIONLACT-RXN	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145452	0.426601	0	0
PROPIONLACT-RXN|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145452	0.426601	0	0
PROPIONYL-COA-CARBOXY-RXN	9.406105	9.287586	8.612289	32.019108	33.18907	22.225851	18.109714	24.464096	18.620491	42.73338	19.125595	32.58797	17.536831	21.731599	20.312181	25.730207	18.758083
PROPIONYL-COA-CARBOXY-RXN|g__Acetatifactor.s__Acetatifactor_muris	0	0	0	0	0.161285	0	0	0	0.155434	0.374556	0	0	0	0.480105	0.686591	0	0
PROPIONYL-COA-CARBOXY-RXN|g__Alistipes.s__Alistipes_timonensis	0	0	0	2.48165	4.49876	4.55716	0	2.485	1.43252	6.00455	5.80305	7.57749	1.15098	2.29211	0.820322	3.13817	2.31898
PROPIONYL-COA-CARBOXY-RXN|g__Bacteroides.s__Bacteroides_caecimuris	0.106909	0.242236	0.310513	2.60013	11.6928	1.23658	0.942951	9.40942	1.36066	8.96067	0.89477	0.639122	0	1.07698	2.69051	1.29816	0.473705
PROPIONYL-COA-CARBOXY-RXN|g__Bacteroides.s__Bacteroides_faecichinchillae	0	0	0	0	0	0	0	0	0.15457	0	0	0.187947	0	0	0	0	0
PROPIONYL-COA-CARBOXY-RXN|g__Parabacteroides.s__Parabacteroides_distasonis	0.239911	0.358671	0.267642	2.96853	0.400894	0.256461	1.17235	1.09639	1.39169	0.895185	0.358848	0.241236	0.377688	0.403282	0.306761	0.711056	0.695836
PROPIONYL-COA-CARBOXY-RXN|unclassified	9.059286	8.686684	8.034134	23.968808	16.435261	16.17565	15.994414	11.473326	14.125629	26.498425	12.068922	23.942181	16.008163	17.47913	15.808004	20.582821	15.269567
PROPKIN-RXN	0	0	0	0.189114	1.973987	0	0	0.5830373	0	0	0	0	0	0	0	0	0
PROPKIN-RXN|g__Escherichia.s__Escherichia_coli	0	0	0	0	1.973987	0	0	0.52394	0	0	0	0	0	0	0	0	0
PROPKIN-RXN|unclassified	0	0	0	0.189114	0	0	0	0.0590973	0	0	0	0	0	0	0	0	0
