Sample_ID,Control,Control,Control,DSS,DSS,DSS,Control,DSS,RCJ,RCJ_plus_DSS,RCJ,RCJ,RCJ,RCJ_plus_DSS,RCJ_plus_DSS,RCJ_plus_DSS,Start
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_vulgatus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0749888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0927472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HISDEG-PWY: L-histidine degradation I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_ASF500,2.68613,1.01572,1.44445,1.30168,0.603102,1.5427,1.59303,1.15162,1.00719,1.6029,0.932769,1.9654,0.861841,9.24974,9.54152,1.99604,1.53306
HISDEG-PWY: L-histidine degradation I|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,19.2422,12.5247,9.47265,0.0,0.0,0.0,10.2108,0.0,10.9638,0.0,5.84304,4.36906,4.01767,0.0,0.0,0.0,12.2191
HISDEG-PWY: L-histidine degradation I|g__Parabacteroides.s__Parabacteroides_distasonis,0.977524,1.14991,0.388366,7.02261,0.760338,0.684004,3.10952,3.92644,4.68686,2.06495,1.46203,0.658803,3.43447,1.29017,0.866866,1.86403,2.22896
HISDEG-PWY: L-histidine degradation I|g__Romboutsia.s__Romboutsia_ilealis,0.0,0.0,0.0,0.746873,0.0,0.58929,0.0,0.776066,0.0,1.04825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HISDEG-PWY: L-histidine degradation I|unclassified,39.3553,53.0066,23.3566,174.879,102.191,105.989,49.6434,112.696,96.7936,108.39,69.1369,81.9566,86.8934,109.108,69.0799,117.494,64.1572
HISTSYN-PWY: L-histidine biosynthesis,152.759,124.48,105.937,184.118,109.236,80.7292,163.018,175.766,202.347,178.376,150.906,139.04,131.284,189.575,200.825,147.087,155.155
HISTSYN-PWY: L-histidine biosynthesis|g__Acetatifactor.s__Acetatifactor_muris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42299,0.0,0.0,0.0
HISTSYN-PWY: L-histidine biosynthesis|g__Alistipes.s__Alistipes_timonensis,0.0,0.0,0.0,0.0,4.48211,1.17295,0.0,1.67249,0.572267,2.8358,0.0,0.0,0.0,0.0,0.729314,3.91541,0.0
HISTSYN-PWY: L-histidine biosynthesis|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012,0.0,0.0,1.10843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris,0.544026,1.52557,0.942877,9.79844,33.3025,5.26217,3.21385,27.2055,5.8012,26.9421,2.92888,2.14928,0.816909,3.91005,9.66291,3.72984,1.94519
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_faecichinchillae,0.0,0.0,0.0,0.0,0.0,0.0,0.264791,0.0,0.200532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_sartorii,0.444962,0.0,0.0,12.2181,6.48516,4.35396,2.39982,13.2938,8.38691,7.63689,2.83379,0.0,0.889065,4.90236,2.40995,6.08293,2.76092
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis,0.0,0.247406,0.0,0.0,0.0,0.0,1.74357,0.0,2.54837,0.450371,0.0,0.0,0.599712,0.0,0.0,0.0,0.611602
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3,0.0,0.348559,0.0,0.0,0.0,0.0,3.01528,0.0,6.97542,1.12797,0.0,0.0,0.650281,0.428338,0.0,0.0,1.26945
HISTSYN-PWY: L-histidine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum,1.64993,0.634692,0.0,0.0,0.532459,0.0,0.0,3.26826,1.74304,0.598372,1.26255,0.0,2.32604,0.0,0.0,0.0,0.0
HISTSYN-PWY: L-histidine biosynthesis|g__Escherichia.s__Escherichia_coli,0.0,0.0,0.0,0.0,6.5083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HISTSYN-PWY: L-histidine biosynthesis|g__Helicobacter.s__Helicobacter_apodemus,0.0,0.0,0.0,9.57007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HISTSYN-PWY: L-histidine biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus,0.0,0.0,0.0,1.68899,0.0,0.0,0.0,0.908835,0.0,0.0,0.0,0.0,0.0,2.40898,8.94403,0.0,0.885967
HISTSYN-PWY: L-histidine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius,25.8608,43.6201,32.0248,29.5896,7.08791,14.3656,46.5057,22.6885,14.2758,39.1204,31.8663,27.5,14.0199,24.2138,48.6201,19.2295,27.3384
HISTSYN-PWY: L-histidine biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri,0.0,0.0,0.0,0.0,0.0,0.0,1.99303,0.0,0.0,2.60437,0.0,6.86106,0.0,10.5786,0.0,2.96169,0.0
HISTSYN-PWY: L-histidine biosynthesis|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,16.5811,11.1978,8.3857,0.0,0.0,0.0,9.42924,0.0,11.3187,0.0,4.95134,4.52285,3.27157,0.0,0.0,0.0,10.6991
HISTSYN-PWY: L-histidine biosynthesis|g__Muribaculum.s__Muribaculum_intestinale,1.91096,6.00077,1.19488,6.49419,2.74048,0.0,6.85522,1.97694,17.7336,0.817613,18.2526,2.24714,19.8515,3.34701,1.49141,0.883252,9.91377
HISTSYN-PWY: L-histidine biosynthesis|g__Oscillibacter.s__Oscillibacter_sp_1_3,0.809622,0.0,0.0,1.30648,0.0,0.0,0.0,0.0,0.0,0.521585,0.0,0.0,0.0,0.971959,1.63851,1.02033,0.0
HISTSYN-PWY: L-histidine biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis,0.629475,0.756114,0.0,7.38526,0.859287,0.941098,2.68596,3.90093,3.84656,1.81903,0.893085,0.852259,2.24998,1.1307,0.0,2.00474,2.434
HISTSYN-PWY: L-histidine biosynthesis|g__Prevotella.s__Prevotella_sp_MGM1,3.4815,1.91009,0.414753,5.40396,2.55377,0.0,4.38993,0.0,12.746,0.315063,7.63005,8.79043,5.51317,2.53721,1.94227,4.40092,5.2779
HISTSYN-PWY: L-histidine biosynthesis|g__Prevotella.s__Prevotella_sp_MGM2,1.03811,1.97425,0.74802,1.91766,6.87846,5.13952,10.7401,22.2635,34.321,3.10643,12.231,11.6551,12.8025,11.4811,1.95752,2.0216,6.3942
HISTSYN-PWY: L-histidine biosynthesis|unclassified,83.9393,44.5084,42.9852,83.1004,29.2021,31.2387,55.7005,69.723,60.895,71.5598,51.2421,61.5945,57.2347,98.283,90.573,75.5659,68.2226
HOMOSER-METSYN-PWY: L-methionine biosynthesis I,35.9449,57.0442,37.0,40.5421,26.6887,22.1121,57.9587,37.8845,25.4708,54.9577,44.0878,40.8511,22.2833,31.76,62.2841,26.5389,42.0996
HOMOSER-METSYN-PWY: L-methionine biosynthesis I|g__Escherichia.s__Escherichia_coli,0.0,0.0,0.0,0.793249,15.5181,0.0,0.0,2.60768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOMOSER-METSYN-PWY: L-methionine biosynthesis I|unclassified,2.21485,0.0,0.0,3.40687,2.905,0.0,1.06136,1.24015,0.0,1.29026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSERMETANA-PWY: L-methionine biosynthesis III,105.499,108.67,85.0042,164.264,96.7994,89.397,123.925,150.997,176.559,141.128,133.457,134.698,128.963,142.285,135.393,126.438,140.042
HSERMETANA-PWY: L-methionine biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_pseudolongum,1.37459,0.983683,0.0,0.0,0.630569,1.74486,0.0,3.26398,2.47295,0.796014,2.02018,0.770194,2.54319,0.0,0.0,1.00684,0.738225
HSERMETANA-PWY: L-methionine biosynthesis III|g__Helicobacter.s__Helicobacter_apodemus,0.0,0.0,0.0,9.72543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSERMETANA-PWY: L-methionine biosynthesis III|g__Helicobacter.s__Helicobacter_hepaticus,0.0,0.0,0.0,2.19201,0.0,0.0,0.0,1.71718,0.0,0.35492,0.0,0.0,0.0,2.96115,10.8769,0.0,2.061
HSERMETANA-PWY: L-methionine biosynthesis III|g__Helicobacter.s__Helicobacter_typhlonius,25.8013,43.2445,31.2084,24.4759,5.92903,14.2106,45.8352,21.9684,11.0859,36.3105,29.0392,25.5678,12.0027,20.8837,45.5335,18.0512,25.1267
HSERMETANA-PWY: L-methionine biosynthesis III|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,21.6535,13.165,10.042,0.0,0.0,0.0,10.231,0.0,11.7542,0.0,5.49481,5.2968,3.90006,0.0,0.0,0.0,12.0296
HSERMETANA-PWY: L-methionine biosynthesis III|g__Parabacteroides.s__Parabacteroides_distasonis,0.754058,0.976097,0.0,6.52721,0.911149,0.957456,2.91009,4.21434,4.33204,1.85597,1.28873,0.0,2.24267,1.53224,0.0,1.73947,1.85335
HSERMETANA-PWY: L-methionine biosynthesis III|unclassified,50.6105,58.4541,50.0423,98.0663,48.0392,52.0126,57.0625,86.3135,71.8628,74.7495,67.1554,88.0659,70.2457,96.4319,81.4491,79.5337,76.7585
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine),351.566,268.769,240.4,330.47,212.836,168.43,298.899,298.682,355.884,324.467,298.541,312.808,264.318,399.992,450.993,327.937,297.988
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Acetatifactor.s__Acetatifactor_muris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06904,0.0,0.0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Acutalibacter.s__Acutalibacter_muris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.30665,0.0,0.0,1.41212,0.0,0.0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_caecimuris,0.889261,2.79647,2.20235,15.535,46.6797,9.7468,5.09833,36.469,9.02033,43.5064,5.12279,3.86226,1.45505,6.42098,12.0043,8.45527,3.72455
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_faecichinchillae,0.0,0.0,0.0,0.0,0.0,0.0,0.310965,0.0,0.346778,0.0,0.0,0.32041,0.0,0.0,0.0,0.0,0.0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_uniformis,0.0,0.32208,0.0,0.260661,0.568012,0.17373,4.17654,0.0,9.19735,1.63278,0.363342,0.0,1.22264,0.870886,0.564863,0.0,1.92008
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3,0.0,0.146233,0.0,0.112097,0.39637,0.0,2.0176,0.0971936,5.42607,0.811315,0.155623,0.0,0.860695,0.66727,0.369641,0.0,1.24176
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum,1.55902,1.09563,0.249272,0.0,0.679482,2.20683,0.0,4.03391,2.93895,1.0545,2.49338,1.12344,2.50056,0.447298,0.0,1.26834,1.09941
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Escherichia.s__Escherichia_coli,0.0,0.0,0.0,2.78529,25.4311,0.0,0.0,5.7676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Faecalibaculum.s__Faecalibaculum_rodentium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55022,1.33752,1.0124,0.0,0.0,0.0,0.0,1.41621,0.572452
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Helicobacter.s__Helicobacter_apodemus,0.0,0.0,0.0,10.4454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467432
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Helicobacter.s__Helicobacter_hepaticus,0.0,0.0,0.0,3.02327,0.0,0.0,0.0,2.19721,0.0,0.0,0.809439,0.0,0.0,4.24983,14.5038,0.0,2.04553
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Helicobacter.s__Helicobacter_typhlonius,36.5606,62.3439,48.1402,34.8192,9.77839,22.5627,70.7455,31.1276,17.2555,52.5201,46.1854,41.5885,17.2291,33.2137,61.7439,25.5865,37.0542
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Mucispirillum.s__Mucispirillum_schaedleri,2.35099,3.09574,10.2354,4.63279,2.27108,4.29955,5.42938,1.12196,3.82957,4.12887,9.56202,12.6033,1.67291,19.3913,14.1079,6.95472,5.99873
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Parabacteroides.s__Parabacteroides_distasonis,1.00707,1.06636,0.362773,8.33671,0.980521,1.00459,3.43091,5.03909,5.07506,2.25741,1.70689,0.843598,2.9169,1.59581,0.993467,2.11775,2.362
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|unclassified,241.28,145.24,140.819,191.291,69.8589,103.534,151.529,149.191,186.053,172.953,147.682,195.119,155.238,266.958,264.788,233.724,169.509
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis,0.0,0.0,0.0,0.0,4.01905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis|g__Escherichia.s__Escherichia_coli,0.0,0.0,0.0,0.0,2.67536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KETOGLUCONMET-PWY: ketogluconate metabolism,1.28058,0.715171,0.551759,3.59533,27.292,0.838642,0.0,4.1198,0.0,2.80396,0.551061,0.0,0.0,3.26088,4.13277,2.62824,0.564782
KETOGLUCONMET-PWY: ketogluconate metabolism|g__Escherichia.s__Escherichia_coli,0.0,0.0,0.0,0.0,20.6542,0.0,0.0,1.40674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KETOGLUCONMET-PWY: ketogluconate metabolism|unclassified,1.22973,0.651242,0.511492,1.73976,1.25943,0.838642,0.0,0.534531,0.0,1.41203,0.472023,0.0,0.0,2.01147,1.38921,2.02377,0.476254
LACTOSECAT-PWY: lactose and galactose degradation I,8.5606,4.30407,3.58492,3.5913,1.25013,2.18472,1.2921,7.63559,6.40496,6.02992,2.87578,2.57236,2.62367,4.42496,6.48791,4.17055,2.44625
LACTOSECAT-PWY: lactose and galactose degradation I|g__Lactobacillus.s__Lactobacillus_johnsonii,4.63191,3.78337,1.66378,0.0,0.0,0.0,0.973046,0.843225,3.93401,0.768732,0.785388,1.62221,1.79398,1.67918,0.595703,0.0,1.16536
LACTOSECAT-PWY: lactose and galactose degradation I|unclassified,2.73186,0.475523,1.65018,3.53227,1.08488,1.36658,0.0,1.47531,1.92962,2.99416,2.01287,0.739722,0.0,2.13469,5.22132,2.11412,0.581297
LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis,0.0,0.0,0.0,0.0,8.7665,0.0,0.0,0.609169,0.0,0.338053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis|g__Escherichia.s__Escherichia_coli,0.0,0.0,0.0,0.0,5.67304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis,66.8041,91.2832,63.326,72.2047,46.167,36.3168,90.675,65.307,43.1906,87.8972,72.5308,68.3082,39.4458,57.521,111.407,46.97,68.6179
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis|g__Escherichia.s__Escherichia_coli,0.0,0.0,0.0,0.0,18.6851,0.0,0.0,2.27392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis|unclassified,3.66491,0.0,0.0,5.96075,5.12318,0.0,1.67497,2.49031,0.0,2.11065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METH-ACETATE-PWY: methanogenesis from acetate,5.97262,2.95168,1.09614,1.99122,1.28928,2.96268,1.86774,4.8167,2.72431,11.3634,0.0,2.47624,2.01018,12.1677,23.1127,7.8412,2.31399
METH-ACETATE-PWY: methanogenesis from acetate|unclassified,5.85262,2.85634,1.08855,1.92415,1.23164,2.92704,1.83978,4.38813,2.69571,10.6468,0.0,2.46366,1.92954,11.9122,21.7419,7.68342,2.28536
METHGLYUT-PWY: superpathway of methylglyoxal degradation,0.0,0.0,0.0,0.0,9.27317,0.0,0.0,1.51141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METHGLYUT-PWY: superpathway of methylglyoxal degradation|g__Escherichia.s__Escherichia_coli,0.0,0.0,0.0,0.0,7.37715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METHGLYUT-PWY: superpathway of methylglyoxal degradation|unclassified,0.0,0.0,0.0,0.0,1.54961,0.0,0.0,0.379538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METSYN-PWY: L-homoserine and L-methionine biosynthesis,62.689,86.6262,59.3876,70.004,45.5372,37.6157,88.0981,64.8244,45.9833,87.6301,72.5553,69.162,40.3421,56.8995,102.725,47.7406,69.2909
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Escherichia.s__Escherichia_coli,0.0,0.0,0.0,0.0,18.8694,0.0,0.0,2.44886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METSYN-PWY: L-homoserine and L-methionine biosynthesis|unclassified,4.37864,0.0,0.0,6.67939,5.58949,0.0,2.1016,2.45866,0.0,2.55492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAD-BIOSYNTHESIS-II: NAD salvage pathway II,0.0,0.0,1.18656,3.20062,12.896,0.0,0.0,1.86642,0.0,0.868562,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|g__Escherichia.s__Escherichia_coli,0.0,0.0,0.0,0.0,10.2527,0.0,0.0,1.59508,0.0,0.593664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|unclassified,0.0,0.0,1.08004,0.933201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAGLIPASYN-PWY: lipid IVA biosynthesis,10.2581,17.0819,8.10646,15.0064,43.0032,6.44439,25.1661,36.9193,64.9241,25.9915,33.4134,16.1172,52.565,19.0036,7.69107,29.0226,28.0913
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis,0.0,0.0,0.0,0.0,0.644406,0.0,4.08848,0.0,9.47327,1.37862,0.132847,0.0,0.684681,1.31621,0.605706,0.0,2.0732
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3,0.0,0.0,0.0,0.0,0.291667,0.0,2.35445,0.0,6.99123,1.19643,0.267528,0.0,0.88871,1.02647,0.312537,0.0,1.31706
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Escherichia.s__Escherichia_coli,0.0,0.0,0.0,0.0,17.3419,0.0,0.0,1.89866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAGLIPASYN-PWY: lipid IVA biosynthesis|unclassified,9.47543,15.8087,7.15173,12.6496,2.71827,6.22922,10.2158,27.2425,27.524,18.4229,27.965,15.1759,39.6621,10.7392,2.04322,25.1797,17.8817
NONMEVIPP-PWY: methylerythritol phosphate pathway I,17.5049,14.7258,5.57665,13.2223,10.3924,14.3392,3.88025,47.136,30.7165,14.0084,15.1874,13.817,26.1339,11.1906,8.22659,18.6127,8.60062
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum,1.5158,0.951797,0.421804,0.0,0.683118,0.0,0.0,3.64635,2.65887,0.78739,1.88136,0.0,2.73637,0.0,0.0,1.11639,0.0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|unclassified,0.0,0.0,0.0,5.95655,0.0,0.0,0.0,6.69074,0.0,6.00363,0.0,0.0,4.07874,3.19481,7.41476,7.70244,0.0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch),67.0245,60.25,53.6863,74.5413,68.4617,30.1052,67.0569,81.1227,46.3478,92.5257,65.6614,60.1664,55.7952,76.1045,104.366,65.8772,51.3285
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Escherichia.s__Escherichia_coli,0.0,0.0,0.0,0.0,29.8222,0.0,0.0,4.17653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Helicobacter.s__Helicobacter_apodemus,0.0,0.0,0.0,3.54164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Helicobacter.s__Helicobacter_hepaticus,0.0,0.0,0.0,1.6407,0.434739,0.0,0.0,0.71561,0.0,0.0,0.0,0.0,0.0,2.36399,6.86101,0.0,1.00503
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Helicobacter.s__Helicobacter_typhlonius,24.1794,38.1467,28.0621,23.6297,4.27855,12.903,39.0543,20.2462,11.5772,35.8384,29.1107,25.0928,10.6996,20.8795,42.0981,16.9556,23.9313
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Parabacteroides.s__Parabacteroides_distasonis,0.752059,0.958717,0.0,8.04313,1.06555,0.998322,2.9643,4.61303,3.75348,2.21634,1.44859,0.0,2.37899,0.747124,0.882397,2.00442,1.72997
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified,38.2807,16.7083,22.6355,31.0827,18.4559,11.8424,20.5374,46.0314,25.4953,47.1363,30.4179,31.1851,39.3606,48.308,46.1966,42.7085,20.9642
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli),158.591,164.381,127.68,179.92,80.5744,99.6501,172.395,164.373,122.37,187.797,170.172,167.306,111.922,193.71,233.352,143.656,147.176
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Lactobacillus.s__Lactobacillus_johnsonii,3.50356,3.01155,0.0,0.0,0.0,0.0,0.930424,0.0,1.795,0.0,0.0,0.962415,0.0,0.908306,0.0,0.0,0.525837
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Lactobacillus.s__Lactobacillus_reuteri,1.0601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|unclassified,41.316,54.7927,32.5524,65.4559,20.5345,46.299,39.7229,60.4722,48.7427,51.1134,73.157,65.5417,54.7543,86.6168,69.5051,62.9042,53.8731
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation,0.0,0.0,0.0,0.980204,10.83,0.0,0.0,2.13494,0.0,0.567533,0.0,0.0,0.0,0.705785,0.0,0.0,0.0
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation|g__Escherichia.s__Escherichia_coli,0.0,0.0,0.0,0.0,8.70445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation|unclassified,0.0,0.0,0.0,0.742107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORNDEG-PWY: superpathway of ornithine degradation,0.0,0.0,0.0,5.5858,18.7321,0.0,0.0,5.36367,0.0,1.93689,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORNDEG-PWY: superpathway of ornithine degradation|g__Escherichia.s__Escherichia_coli,0.0,0.0,0.0,0.520941,16.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORNDEG-PWY: superpathway of ornithine degradation|unclassified,0.0,0.0,0.0,1.81967,0.0,0.0,0.0,0.0,0.0,0.809167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase),0.0,0.0,0.0,3.39796,34.6967,0.0,0.0,11.3709,0.0,3.13984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|g__Escherichia.s__Escherichia_coli,0.0,0.0,0.0,0.0,9.22477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|unclassified,0.0,0.0,0.0,3.3484,4.02505,0.0,0.0,2.14496,0.0,2.77072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P108-PWY: pyruvate fermentation to propanoate I,12.2137,7.38592,11.5829,15.9543,9.16455,19.1968,26.0462,6.55858,29.2556,24.1573,11.8721,36.0994,19.5294,24.5669,3.46317,27.4211,26.486
P108-PWY: pyruvate fermentation to propanoate I|unclassified,11.8263,7.33361,11.2226,13.5864,9.07116,18.6959,24.7535,6.43758,25.4792,22.9852,7.70223,34.5547,13.1421,23.9676,1.61937,26.8758,25.8498
P122-PWY: heterolactic fermentation,5.666,1.29086,2.94413,0.0,3.13442,3.71932,1.59116,11.8385,2.50851,3.63628,0.0,1.51084,2.22391,3.81791,1.39681,2.44071,0.0
P124-PWY: Bifidobacterium shunt,10.8614,7.19903,4.9474,0.0,2.94973,5.1695,3.08327,16.4986,9.70645,4.24771,3.81874,1.9783,5.64318,4.49926,1.61977,2.87883,2.07448
P161-PWY: acetylene degradation,6.26237,2.59769,1.76868,2.86886,29.9824,3.64557,2.38036,13.4207,6.91451,4.61632,3.81713,3.30492,4.94067,3.98674,2.78113,3.67559,2.87107
P161-PWY: acetylene degradation|g__Escherichia.s__Escherichia_coli,0.0,0.0,0.0,0.0,13.4032,0.0,0.0,2.32507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P161-PWY: acetylene degradation|unclassified,3.21933,0.547914,0.978255,1.81596,1.13526,0.850317,1.2265,0.0,1.30177,2.38318,0.0,2.04343,0.0,2.8375,2.64151,1.86671,0.414141
P162-PWY: L-glutamate degradation V (via hydroxyglutarate),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.711402,0.0,0.0,0.0,0.0,1.22362,0.0,0.0
