feature,metadata,value,coef,stderr,N,N.not.0,pval,qval
L-ASPARTATE-OXID-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.806897547902313,0.0924587131800419,12,6,5.20922273912756e-05,0.0051737297691103
PNP-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.842022898470661,0.0966503319743706,12,6,5.26779401261619e-05,0.0051737297691103
RXN-11715|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.842022898470661,0.0966503319743706,12,6,5.26779401261619e-05,0.0051737297691103
RXN-11743|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.842022898470661,0.0966503319743706,12,6,5.26779401261619e-05,0.0051737297691103
RXN-14029|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.842022898470661,0.0966503319743706,12,6,5.26779401261619e-05,0.0051737297691103
RXN-7001|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.842022898470661,0.0966503319743706,12,6,5.26779401261619e-05,0.0051737297691103
RXN0-5199|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.842022898470661,0.0966503319743706,12,6,5.26779401261619e-05,0.0051737297691103
XANTHOSINEPHOSPHORY-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.842022898470661,0.0966503319743706,12,6,5.26779401261619e-05,0.0051737297691103
2.7.13.3-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.564966262203182,0.0648835868561376,12,6,5.28611201259894e-05,0.0051868866697926
RXN-14569|g__Lactobacillus.s__Lactobacillus_reuteri,RCE_only,TRUE,-1.06370586542646,0.122192841042263,12,4,5.29493351939898e-05,0.005190709525659
ALANINE--TRNA-LIGASE-RXN|g__Lactobacillus.s__Lactobacillus_intestinalis,DSS_only,TRUE,-1.13999794347866,0.131024614283334,12,4,5.31268850538417e-05,0.0051936212008479
2.4.1.212-RXN,DSS_only,TRUE,0.766447704977562,0.0882890487955314,12,12,5.3904748399609e-05,0.0052085116381793
3.2.1.23-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.975391338114804,0.112363259770872,12,6,5.39217167430883e-05,0.0052085116381793
ACETOLACTSYN-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.814880496628587,0.0937576211499106,12,6,5.3495373828882e-05,0.0052085116381793
ACETOOHBUTSYN-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.814880496628587,0.0937576211499106,12,6,5.3495373828882e-05,0.0052085116381793
GCVP-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.786089339540968,0.0904032846320491,12,6,5.33359000519713e-05,0.0052085116381793
GLUTRACE-RXN|g__Lactobacillus.s__Lactobacillus_intestinalis,DSS_only,TRUE,-1.00917510158145,0.116079618607533,12,4,5.33972473797542e-05,0.0052085116381793
KETOLACTOSE-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.975391338114804,0.112363259770872,12,6,5.39217167430883e-05,0.0052085116381793
RXN-11627,DSS_only,TRUE,0.766447704977562,0.0882890487955314,12,12,5.3904748399609e-05,0.0052085116381793
RXN-12398|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.975391338114804,0.112363259770872,12,6,5.39217167430883e-05,0.0052085116381793
RXN-12399|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.975391338114804,0.112363259770872,12,6,5.39217167430883e-05,0.0052085116381793
RXN-12400|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.975391338114804,0.112363259770872,12,6,5.39217167430883e-05,0.0052085116381793
RXN-19765|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.975391338114804,0.112363259770872,12,6,5.39217167430883e-05,0.0052085116381793
RXN-20784|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.889649659810718,0.102624374011563,12,6,5.43945368317244e-05,0.0052445689565182
TETRAACYLDISACC4KIN-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.889649659810718,0.102624374011563,12,6,5.43945368317244e-05,0.0052445689565182
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN|g__Lactobacillus.s__Lactobacillus_intestinalis,DSS_only,TRUE,-1.06439647651253,0.123028023335128,12,4,5.51031722640508e-05,0.0052605488291359
CTPSYN-RXN|g__Lactobacillus.s__Lactobacillus_intestinalis,DSS_only,TRUE,-1.25036348986258,0.144372453329339,12,4,5.47330534718605e-05,0.0052605488291359
LINOLENOYL-RXN,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
PHOSGLYPHOS-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.549885669803355,0.0635118596806569,12,6,5.48426942524225e-05,0.0052605488291359
R223-RXN,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RIBOSYLHOMOCYSTEINASE-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.723829084722969,0.083845305864831,12,6,5.58815056763124e-05,0.0052605488291359
RXN-11475|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-1.08338693045062,0.125054745262296,12,6,5.46259910650169e-05,0.0052605488291359
RXN-12184,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN-12978,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN-13290,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN-13614,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN-16380,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN-16389,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN-16393,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN-16401,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN-16402,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN-16418,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN-19751,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN-19792|g__Bacteroides.s__Bacteroides_vulgatus,DSS_only,TRUE,0.6200481277398,0.0716055390078166,12,6,5.47927247199203e-05,0.0052605488291359
RXN-19960,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN-20651,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN-2103|g__Bacteroides.s__Bacteroides_vulgatus,DSS_only,TRUE,0.6200481277398,0.0716055390078166,12,6,5.47927247199203e-05,0.0052605488291359
RXN-21443,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN-21445,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN-21446,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN-21447,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN-21448,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN-21449,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN-21450,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN-7904,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN-9623,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN-9644,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN-9673,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN0-5063|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.819703370440033,0.0947566514482632,12,6,5.51461559609557e-05,0.0052605488291359
RXN66-469,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN66-477,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN66-480,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN66-483,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
RXN66-484,DSS_only,TRUE,0.866780588887451,0.100591014248142,12,12,5.65569898980013e-05,0.0052605488291359
UGD-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.665689375029751,0.0770168037892417,12,6,5.54432705190335e-05,0.0052605488291359
3.2.1.8-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.994289114123887,0.115488216067805,12,6,5.68734523435136e-05,0.0052715799754522
ALPHAGALACTOSID-RXN|g__Bacteroides.s__Bacteroides_vulgatus,DSS_only,TRUE,0.822909413328059,0.0956217628981889,12,6,5.70257455782237e-05,0.0052715799754522
PHOSPHASERDECARB-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.772450596380198,0.0897120246420343,12,6,5.68353471136976e-05,0.0052715799754522
RXN-11501|g__Bacteroides.s__Bacteroides_vulgatus,DSS_only,TRUE,0.822909413328059,0.0956217628981889,12,6,5.70257455782237e-05,0.0052715799754522
RXN-12088|g__Bacteroides.s__Bacteroides_vulgatus,DSS_only,TRUE,0.822909413328059,0.0956217628981889,12,6,5.70257455782237e-05,0.0052715799754522
RXN-17830|g__Bacteroides.s__Bacteroides_vulgatus,DSS_only,TRUE,0.822909413328059,0.0956217628981889,12,6,5.70257455782237e-05,0.0052715799754522
RXN0-2584|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-1.0232719127854,0.118831778235764,12,6,5.6802879118867e-05,0.0052715799754522
RXN0-7238,DSS_only,TRUE,0.868499883541974,0.101265697916353,12,12,5.83018951925641e-05,0.0053707053522492
RXN0-7239,DSS_only,TRUE,0.868499883541974,0.101265697916353,12,12,5.83018951925641e-05,0.0053707053522492
RXN0-7248,DSS_only,TRUE,0.868499883541974,0.101265697916353,12,12,5.83018951925641e-05,0.0053707053522492
TRANS-RXN0-623,DSS_only,TRUE,0.868499883541974,0.101265697916353,12,12,5.83018951925641e-05,0.0053707053522492
ISPH2-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.862644544010647,0.100779703556559,12,6,5.90421783915992e-05,0.0054246914393368
QUINOLINATE-SYNTHA-RXN|g__Alistipes.s__Alistipes_timonensis,DSS_only,TRUE,1.0545561585046,0.123200118858267,12,9,5.90423696284008e-05,0.0054246914393368
RXN0-884|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.862644544010647,0.100779703556559,12,6,5.90421783915992e-05,0.0054246914393368
DEPHOSPHOCOAKIN-RXN|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012,DSS_only,TRUE,-0.427377811373434,0.0499483864421991,12,3,5.91900788843488e-05,0.005433525499258
RXN-11637|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.929881906854174,0.108705878662585,12,6,5.92920032160675e-05,0.0054347741540541
RXN-12302,DSS_only,TRUE,0.856160734431307,0.100105012938002,12,12,5.93583945505613e-05,0.0054347741540541
RXN-1824,DSS_only,TRUE,0.856160734431307,0.100105012938002,12,12,5.93583945505613e-05,0.0054347741540541
ASNSYNA-RXN|g__Lactobacillus.s__Lactobacillus_intestinalis,RCEwDSS_only,TRUE,-1.23277888512773,0.144307512671719,12,4,5.98040371612064e-05,0.0054708234828095
DIHYDROXYISOVALDEHYDRAT-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.842711349686526,0.0987191708799364,12,6,6.00881320678189e-05,0.0054872857104289
DIHYDROXYMETVALDEHYDRAT-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.842711349686526,0.0987191708799364,12,6,6.00881320678189e-05,0.0054872857104289
AICARSYN-RXN|g__Bacteroides.s__Bacteroides_caecimuris,DSS_only,TRUE,1.06896785074681,0.125337880179868,12,12,6.04418861047867e-05,0.0055027134443065
AMPSYN-RXN|g__Bacteroides.s__Bacteroides_caecimuris,DSS_only,TRUE,1.06896785074681,0.125337880179868,12,12,6.04418861047867e-05,0.0055027134443065
DIHYDROOROT-RXN|g__Lactobacillus.s__Lactobacillus_johnsonii,DSS_only,TRUE,-0.924356165932124,0.108388652864136,12,8,6.04659357066249e-05,0.0055027134443065
GLURS-RXN|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012,DSS_only,TRUE,-0.429035482050589,0.050306915228362,12,3,6.04569532528779e-05,0.0055027134443065
TRIOSEPISOMERIZATION-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.725718614781446,0.0854080820615312,12,6,6.19075065960565e-05,0.0056241902371714
3.1.13.1-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.701967199474921,0.082670083515152,12,6,6.21846789724122e-05,0.0056251246427714
RXN0-4222|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.701967199474921,0.082670083515152,12,6,6.21846789724122e-05,0.0056251246427714
RXN0-6479|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.701967199474921,0.082670083515152,12,6,6.21846789724122e-05,0.0056251246427714
RXN0-6524|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.701967199474921,0.082670083515152,12,6,6.21846789724122e-05,0.0056251246427714
RXN0-6525|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.701967199474921,0.082670083515152,12,6,6.21846789724122e-05,0.0056251246427714
FARNESYLTRANSTRANSFERASE-RXN|g__Lactobacillus.s__Lactobacillus_reuteri,DSS_only,TRUE,-0.404799373791346,0.0477854460279354,12,3,6.31374301542864e-05,0.0056842907633659
FPPSYN-RXN|g__Lactobacillus.s__Lactobacillus_reuteri,DSS_only,TRUE,-0.404799373791346,0.0477854460279354,12,3,6.31374301542864e-05,0.0056842907633659
GPPSYN-RXN|g__Lactobacillus.s__Lactobacillus_reuteri,DSS_only,TRUE,-0.404799373791346,0.0477854460279354,12,3,6.31374301542864e-05,0.0056842907633659
RIBOFLAVINSYNDEAM-RXN|g__Lactobacillus.s__Lactobacillus_reuteri,DSS_only,TRUE,-0.763960388562292,0.0901889383203097,12,4,6.31623821823192e-05,0.0056842907633659
RIBOFLAVINSYNREDUC-RXN|g__Lactobacillus.s__Lactobacillus_reuteri,DSS_only,TRUE,-0.763960388562292,0.0901889383203097,12,4,6.31623821823192e-05,0.0056842907633659
RXN-10058|g__Lactobacillus.s__Lactobacillus_reuteri,DSS_only,TRUE,-0.763960388562292,0.0901889383203097,12,4,6.31623821823192e-05,0.0056842907633659
ALTRO-OXIDOREDUCT-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.551785821951146,0.0652169137725539,12,6,6.36396840238458e-05,0.0057174803590528
DALADALALIG-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.895840675704063,0.105879340749032,12,6,6.36309443053315e-05,0.0057174803590528
TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012,DSS_only,TRUE,-0.394313440901047,0.046614308987413,12,3,6.37228078758326e-05,0.0057200718783532
L-GLN-FRUCT-6-P-AMINOTRANS-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.908174342919925,0.107453809541557,12,6,6.40782881997234e-05,0.0057421992547956
3.1.11.6-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-1.1264409946937,0.133331046031436,12,6,6.42403492687276e-05,0.005751830898331
CHOLOYLGLYCINE-HYDROLASE-RXN|g__Lactobacillus.s__Lactobacillus_reuteri,DSS_only,TRUE,-0.399120487224558,0.0472841149753557,12,3,6.46115694781813e-05,0.0057752549939683
RXN-17388|g__Lactobacillus.s__Lactobacillus_reuteri,DSS_only,TRUE,-0.399120487224558,0.0472841149753557,12,3,6.46115694781813e-05,0.0057752549939683
1.5.1.20-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.859798548890746,0.101893271644434,12,6,6.47435402440145e-05,0.0057821468178603
LIPIDADISACCHARIDESYNTH-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.821064553794124,0.097382666878941,12,6,6.50858845855104e-05,0.005789741765503
RXN-11592|g__Lactobacillus.s__Lactobacillus_intestinalis,DSS_only,TRUE,-1.11744344546971,0.132557652955818,12,4,6.51582188366984e-05,0.005789741765503
RXN-14189|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.80034635236924,0.0949332931904097,12,6,6.51208537705047e-05,0.005789741765503
RXN-20785|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.821064553794124,0.097382666878941,12,6,6.50858845855104e-05,0.005789741765503
RXN0-5507|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.929842587411687,0.110281076809975,12,6,6.50735341843477e-05,0.005789741765503
RXN66-1|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.80034635236924,0.0949332931904097,12,6,6.51208537705047e-05,0.005789741765503
3.2.1.23-RXN|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6,DSS_only,TRUE,0.674485265070281,0.0800809353087742,12,6,6.55239345386721e-05,0.0057929314743485
KETOLACTOSE-RXN|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6,DSS_only,TRUE,0.674485265070281,0.0800809353087742,12,6,6.55239345386721e-05,0.0057929314743485
RXN-12398|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6,DSS_only,TRUE,0.674485265070281,0.0800809353087742,12,6,6.55239345386721e-05,0.0057929314743485
RXN-12399|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6,DSS_only,TRUE,0.674485265070281,0.0800809353087742,12,6,6.55239345386721e-05,0.0057929314743485
RXN-12400|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6,DSS_only,TRUE,0.674485265070281,0.0800809353087742,12,6,6.55239345386721e-05,0.0057929314743485
RXN-19765|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6,DSS_only,TRUE,0.674485265070281,0.0800809353087742,12,6,6.55239345386721e-05,0.0057929314743485
2.7.7.33-RXN|g__Bacteroides.s__Bacteroides_vulgatus,DSS_only,TRUE,0.58203512100367,0.0694189937855253,12,6,6.74680470430782e-05,0.0059575919578613
CYSTEINE--TRNA-LIGASE-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,DSS_only,TRUE,-0.6505799053415,0.077599906448705,12,6,6.74994761793669e-05,0.0059575919578613
HISTIDINE-AMMONIA-LYASE-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.89525918138897,0.107011291129037,12,6,6.84260774611006e-05,0.0060333116652546
UNDECAPRENYL-DIPHOSPHATASE-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.831433872599992,0.0993925216681503,12,6,6.84718814207527e-05,0.0060333116652546
GLUTAMATE-DEHYDROGENASE-RXN,DSS_only,TRUE,0.943495475205069,0.113149774168226,12,12,6.98937345437728e-05,0.0061380677676341
GLYOHMETRANS-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.856983450585659,0.102764496863489,12,6,6.98490410697659e-05,0.0061380677676341
TRYPSYN-RXN|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6,DSS_only,TRUE,0.504335625629604,0.0605045498390419,12,6,7.00538041515917e-05,0.006147002578444
2.4.1.54-RXN,DSS_only,TRUE,0.88773547458629,0.106633532437207,12,12,7.06179381219266e-05,0.0061913484118478
PHENYLALANINE--TRNA-LIGASE-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.765115809376505,0.0919765534484192,12,6,7.09739108943897e-05,0.0062173853912671
GLYC3PDEHYDROGBIOSYN-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-1.05403544428663,0.12675295643224,12,6,7.11347172584027e-05,0.0062262965478069
RXN-13158|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.879545324369189,0.105975908651206,12,6,7.20307902141463e-05,0.0062682847200062
RXN-14986|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.879545324369189,0.105975908651206,12,6,7.20307902141463e-05,0.0062682847200062
RXNQT-4165|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.879545324369189,0.105975908651206,12,6,7.20307902141463e-05,0.0062682847200062
RXNQT-4168|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.879545324369189,0.105975908651206,12,6,7.20307902141463e-05,0.0062682847200062
RXNQT-4171|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.879545324369189,0.105975908651206,12,6,7.20307902141463e-05,0.0062682847200062
RXNQT-4174|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.879545324369189,0.105975908651206,12,6,7.20307902141463e-05,0.0062682847200062
RXNQT-4178|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.879545324369189,0.105975908651206,12,6,7.20307902141463e-05,0.0062682847200062
DTDPDEHYDRHAMEPIM-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.751750014720533,0.0906995474754386,12,6,7.26543903171692e-05,0.0063121271798718
RXN-17362|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.757828944973799,0.0914224364783849,12,6,7.26006017958919e-05,0.0063121271798718
GLUTAMATE-DEHYDROGENASE-NADP+-RXN,DSS_only,TRUE,0.981894883775002,0.118499349431718,12,12,7.27826938333473e-05,0.0063180654093356
RXN-12752|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.829877153139217,0.100353564677235,12,6,7.37229488331185e-05,0.0063734366200404
RXN-13141|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.829877153139217,0.100353564677235,12,6,7.37229488331185e-05,0.0063734366200404
RXN-13142|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.829877153139217,0.100353564677235,12,6,7.37229488331185e-05,0.0063734366200404
RXN0-6727|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-0.829877153139217,0.100353564677235,12,6,7.37229488331185e-05,0.0063734366200404
UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012,RCEwDSS_only,TRUE,-1.10865408305139,0.134039778973191,12,4,7.36343260377998e-05,0.0063734366200404
GLYOHMETRANS-RXN|g__Lactobacillus.s__Lactobacillus_reuteri,RCEwDSS_only,TRUE,-0.388165656057068,0.0469452646859871,12,3,7.37836744386705e-05,0.006373457989381
AICARTRANSFORM-RXN|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6,DSS_only,TRUE,0.496087298958305,0.0600136892666605,12,6,7.39119961775094e-05,0.0063793135177482
3.2.1.23-RXN|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4,DSS_only,TRUE,-0.442874137304834,0.0536280856884104,12,3,7.43720648427149e-05,0.0063824313366324
DETHIOBIOTIN-SYN-RXN|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,RCEwDSS_only,TRUE,-1.0925789008215,0.132206314925672,12,6,7.40291974604277e-05,0.0063824313366324
KETOLACTOSE-RXN|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4,DSS_only,TRUE,-0.442874137304834,0.0536280856884104,12,3,7.43720648427149e-05,0.0063824313366324
RXN-12398|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4,DSS_only,TRUE,-0.442874137304834,0.0536280856884104,12,3,7.43720648427149e-05,0.0063824313366324
RXN-12399|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4,DSS_only,TRUE,-0.442874137304834,0.0536280856884104,12,3,7.43720648427149e-05,0.0063824313366324
