Treatment_Gropu	Control	Control	Control	DSS	DSS	DSS	Control	DSS	RCE	RCE+DSS	RCE	RCE	RCE	RCE+DSS	RCE+DSS	RCE+DSS	Start
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma sp. PL0136	1.221203795	1.508046226	1.164120188	2.109039663	2.202739295	1.533239943	1.351679231	1.522461257	1.553475028	1.506524995	1.410588418	1.240030797	1.476652211	1.342438291	1.26586427	1.440741065	1.306371898
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma sp. KCTC 42546	1.182466778	1.679480661	1.188310508	2.073483653	1.909382205	1.935836569	1.617981762	2.055374661	2.286736025	1.937056364	1.753012305	1.477985851	2.179556859	1.578538319	1.605226144	1.51474656	2.169244241
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma montaniterrae	2.30030113	2.950282793	2.216334168	2.922465052	3.495615984	2.607154998	2.494454847	2.560087667	2.924565995	2.476562471	2.567201999	2.369929355	3.116129123	2.285317258	1.993414175	2.519030368	2.901971728
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma taeanense	1.862102852	2.61916668	2.112709691	2.709919007	3.115443759	2.439710469	2.502541558	2.405868138	2.84145486	2.153957595	2.438105614	2.379171389	2.798954942	2.247290805	1.542588099	2.617158153	2.601524811
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma rigui	1.599999602	2.077227185	1.570651077	2.420238556	3.056913892	2.414721045	2.029651903	2.37685529	2.873852836	2.394739843	2.443290461	2.351265752	2.669260844	2.183836177	2.00585026	2.182205797	2.393239934
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma pollinicola	1.586875452	1.804146208	1.275574724	2.020526699	1.909382205	1.652046149	1.718605168	2.027643477	2.802714094	1.428439081	2.489134179	2.014235708	2.550515381	1.544100383	1.472633599	2.015276074	2.397383433
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma aureum	1.452239898	1.741009913	1.514355173	1.331699652	1.013872472	0.803490309	1.47187271	1.146243436	2.204207964	1.06541616	1.798228027	1.516187405	1.584202679	0.984950665	0.576491561	1.454079769	1.687559803
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma aerolatum	1.279467115	1.674983646	1.415353506	2.611429815	2.709660623	2.372085362	1.900967187	2.033852192	2.204207964	2.34884375	1.998186784	2.122758445	2.031176388	2.174860619	1.974556709	2.071169783	1.972218978
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma radiotolerans	1.124610608	1.115273641	0.933126578	2.228804325	2.180065924	1.924078694	1.187495848	1.685139889	1.618652217	1.831789882	1.421138144	1.438745168	1.802834508	1.654758341	1.427124396	1.770706718	1.412542131
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma endbachense	1.083152325	1.39227907	1.127056756	2.355921781	2.124150264	2.101590658	1.392866417	2.241239093	1.805667209	1.753889322	1.271763387	1.621184009	1.851485795	1.575131283	1.601133831	1.991078248	1.396071232
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Runella|s__Runella sp. HYN0085	1.800904784	1.679480661	1.499931131	2.946686839	2.967061917	2.592373233	1.690564565	2.109287373	1.597251997	2.28380791	1.254169684	1.473678112	1.731842872	2.186071368	2.060522978	2.192853474	1.611129103
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Runella|s__Runella sp. SP2	1.772205482	2.519850361	1.830950681	2.298903566	2.969708316	2.226511593	2.237737881	2.309361105	2.518425549	2.032524657	2.106735493	1.700741995	2.517729917	1.911351649	1.512399499	2.216527252	2.464087013
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Runella|s__Runella slithyformis	1.48444345	1.934024963	1.145707491	1.811005906	1.881546636	1.80732292	1.69527601	1.986622162	2.221095576	1.69507634	1.790111692	1.847794534	2.25744584	1.443056811	1.245033624	1.682794717	2.129942429
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Fibrella|s__Fibrella aestuarina	2.499036611	3.181866898	2.293630228	2.933525394	3.469675997	2.49241352	2.806775967	3.196646969	3.45965695	2.687377222	3.067811749	2.852102122	3.874388288	2.605598946	2.116070052	2.994158746	3.095461222
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Fibrella|s__Fibrella sp. ES10-3-2-2	1.509002944	1.812359414	1.223852064	2.329370154	1.864583802	1.876064844	1.608022177	1.831319567	2.572065091	1.532886296	2.687875199	1.981234932	3.382621932	1.581937328	1.665257398	1.701556718	2.305565196
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Dyadobacter|s__Dyadobacter fermentans	2.363232753	3.006843992	2.156283631	3.400133322	3.540808171	2.914002656	2.695955543	3.045063959	3.759458608	2.770434838	3.152556287	2.582884173	3.675265373	2.708698658	2.355957887	3.004772666	3.197598805
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Dyadobacter|s__Dyadobacter sp. Q3-56	1.400671439	1.643105825	1.410220506	2.676075573	2.831055264	2.31920151	1.741563077	2.391434644	2.352077055	2.357297829	1.740430766	1.685922497	2.164231964	2.035543094	2.147277679	2.136055426	1.788816528
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Rhodocytophaga|s__Rhodocytophaga rosea	1.946725595	2.27738799	1.934689653	2.01220414	2.085631686	1.993230118	1.764161367	1.866531928	2.68389559	1.917180502	2.219821556	1.678455269	2.75359659	1.714820571	2.04252797	1.705280016	2.338262678
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Aquirufa|s__Aquirufa nivalisilvae	1.69173861	0.846001212	1.023297058	1.825328136	1.721183802	1.981932616	0.994574621	1.947692307	1.208677066	1.580600635	0.878908507	0.891749599	0.960037569	1.450513656	1.468146739	1.348518208	0.872654732
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Cytophaga|s__Cytophaga hutchinsonii	1.254784667	1.167429952	1.702470417	2.243099307	1.881546636	1.96481873	1.488254055	1.776835177	1.701213269	1.616259326	1.53236215	1.541104464	1.618342012	1.635259794	1.72289019	1.969567011	1.428827105
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Leadbetterella|s__Leadbetterella byssophila	1.120062528	1.141587478	1.292411586	1.409809177	1.292796121	1.261514043	1.240032297	1.313789364	1.752450582	1.337362271	1.769618811	1.516187405	1.935125936	1.454227675	1.229210855	1.585140334	1.220111111
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Arcticibacterium|s__Arcticibacterium luteifluviistationis	0.572665835	0.703136601	0.758328915	1.277173661	1.374951089	1.204333138	0.807065474	1.033024872	0.658793033	1.018214497	0.610514466	0.645928976	0.564293845	0.571531536	0.903350323	0.853494196	0.780483938
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Echinicola|s__Echinicola sp. 20G	1.667008386	2.597943675	2.183616098	2.673439049	3.076688863	2.657730105	2.158067756	2.129721124	2.265186017	2.129488168	1.761339453	1.790066537	1.802834508	2.093847036	1.525414897	2.252597924	1.946999628
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Echinicola|s__Echinicola sp. LN3S3	0.817039604	1.081691714	0.904208525	2.207092711	2.442602059	1.953295637	1.104919986	1.700832897	1.705219856	1.885383009	1.635621737	1.407469198	2.175740869	1.769503882	1.803459931	1.734725446	1.224782056
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Echinicola|s__Echinicola rosea	1.625895073	1.004938971	1.009786238	1.732122452	1.764501198	1.666231916	1.167290743	1.604007397	1.709215347	1.387751818	1.260058124	1.299653137	1.445297039	1.397487757	1.36573149	1.422762092	1.229437928
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Echinicola|s__Echinicola vietnamensis	1.381798102	1.364620465	1.394711009	1.825328136	2.590922223	1.701097825	1.488254055	2.144141475	2.09240207	1.870694627	1.810317552	1.916056985	1.970797633	1.801928937	1.490442787	1.798859269	1.766565323
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Echinicola|s__Echinicola strongylocentroti	1.370354439	1.513093937	1.363182672	1.858203897	1.676525421	1.412206547	1.296935508	1.64108263	1.705219856	1.221744383	1.937016749	1.429878148	2.358529413	1.443056811	1.20244772	1.480392806	1.747215841
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Algoriphagus sanaruensis	1.455853775	1.895887683	1.490234358	2.203442128	1.9581716	2.202377785	1.746111142	2.58778214	2.039433862	2.076710411	1.880801469	1.545215786	2.018449114	1.86467139	1.838646098	1.812732177	2.021372449
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Algoriphagus sp. Y33	1.38937709	1.808258655	1.756052748	2.041125443	2.000196754	1.935836569	1.917190584	1.681189819	2.431614508	1.75068408	2.083678495	1.854436666	2.417885427	1.598813278	1.760071468	1.648395704	1.912673053
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Algoriphagus machipongonensis	0.681619573	0.893226397	0.700634192	1.711708734	1.806555798	1.694191726	1.090685862	2.21142093	1.544557943	1.188965624	0.871234784	1.219596261	1.166410349	1.268426318	1.229210855	1.381470995	1.046301224
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Cyclobacterium|s__Cyclobacterium marinum	1.303734375	1.435458658	1.519131317	1.811005906	1.898312341	1.820067546	1.444150219	1.816990402	1.685074714	1.207787437	1.551694712	1.234949234	1.432561638	1.301790123	1.301609486	1.260155717	1.444930307
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Cyclobacterium|s__Cyclobacterium amurskyense	1.035645644	1.397747725	1.384277933	1.495893826	1.205678792	1.050602899	1.392866417	1.196922273	1.913493517	1.289572877	1.507826346	1.265173553	1.584202679	0.900356152	1.042642647	1.053687705	1.667113392
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Aquiflexum|s__Aquiflexum balticum	1.590167699	2.163223392	2.054679846	2.678707288	2.810535192	2.50035348	2.037094035	2.464500136	1.930706325	2.156381865	1.598922217	1.393854828	1.975195212	2.045425519	1.855922517	2.3604256	2.032071689
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Belliella|s__Belliella baltica	1.035645644	1.562622852	1.188310508	1.153974811	1.41433829	1.517676906	1.410164366	1.704729622	1.725087569	1.483539763	1.421138144	1.294777647	1.757599897	1.479961491	1.499265612	1.176793346	1.93849425
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Fulvivirgaceae|g__Chryseolinea|s__Chryseolinea soli	2.590644452	3.405998872	2.607977128	3.797644577	4.038561559	3.515316148	3.070640644	3.534335257	3.724354356	3.091221435	3.541438422	3.169573495	4.105571521	2.916818131	2.584568737	3.194208071	3.60925658
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Fulvivirgaceae|g__Fulvivirga|s__Fulvivirga sp. S481	0.877571138	0.86980703	0.996147693	1.796540066	1.92582935	1.714811629	1.032301981	1.468477537	1.709215347	1.525403518	1.415872924	1.260179934	1.668082466	1.326316194	1.341405279	1.436267284	1.162847353
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Flammeovirgaceae|g__Flammeovirga|s__Flammeovirga sp. MY04	1.989740682	2.522355859	2.546144059	2.649490968	2.768598132	2.468328036	2.349555804	2.286142634	2.625896733	1.920036731	1.940687684	1.841121681	1.970797633	1.922119165	1.191601887	2.242383714	2.314357239
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Flammeovirgaceae|g__Flammeovirga|s__Flammeovirga pectinis	1.936415247	1.688432854	2.21339027	2.5864208	2.294257908	2.226511593	1.718605168	1.852549946	2.169827874	2.053486623	1.631085028	1.640528145	1.618342012	1.720999861	1.572157924	1.969567011	1.721006103
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Bernardetiaceae|g__Bernardetia|s__Bernardetia litoralis	1.57030057	2.460989272	2.503398845	2.80452386	3.117831718	2.825127717	2.29783106	2.337240971	1.584257818	2.037793771	1.561264705	1.648193755	1.438943391	2.096225971	1.417847716	2.484779688	1.785658719
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Amoebophilaceae|g__Candidatus Amoebophilus|s__Candidatus Amoebophilus asiaticus	0.839346029	1.543014855	1.430643833	2.041125443	2.392201035	2.004439839	1.520469074	1.368854439	0.844624071	1.293983376	0.655884546	1.188391293	0.708610363	1.547581405	0.62566849	1.788366335	1.206006845
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Roseivirgaceae|g__Roseivirga|s__Roseivirga pacifica	1.459458621	1.8447525	2.162402419	1.908398227	2.285787735	2.132572909	2.048185743	1.863049116	1.428178893	1.630279626	1.277580596	1.561544907	1.158698106	1.540610941	1.036594566	1.883453807	1.632378611
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Marivirgaceae|g__Marivirga|s__Marivirga tractuosa	1.430364443	1.937783824	2.28243701	1.82056984	2.07583918	1.935836569	1.921218088	1.417152745	1.296279028	1.428439081	1.542060814	1.456317369	1.367141662	1.443056811	0.828313106	1.701556718	1.468753029
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter paludis	2.337996934	2.612126978	2.090419047	3.035600915	3.21694517	2.834579741	2.319354537	2.531851138	3.111274645	2.583116626	2.552882446	2.128250165	2.828420469	2.340541219	2.38242842	2.533763084	2.686940453
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter mallensis	2.067387576	2.460989272	2.268322248	2.577987185	3.008832596	2.689330765	2.158067756	2.631425854	2.745500758	2.206372588	2.210729006	1.959834467	2.840522347	2.374257718	1.879767119	2.621105456	2.159518706
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter gotjawali	2.031510285	2.979752434	2.831789787	3.366250383	3.988549969	3.411773005	2.839066289	2.693531385	2.75712638	2.663715009	2.151772607	2.461965161	2.194720676	2.768093128	2.008942603	3.195532279	2.676749079
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter sp. 14171R-50	1.377993625	1.652285875	1.373768859	2.529242463	2.750245087	2.004439839	1.572611999	2.795714059	2.589510727	2.07158178	1.951644775	1.800423131	2.481093192	2.045425519	1.71911881	2.267784914	2.149727163
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter sp. F39-2	1.097104547	1.596308376	1.089015986	1.939454129	2.242674477	1.378139367	1.265600086	1.83487973	1.856990471	1.651057869	1.658093727	1.304512206	2.105268622	1.457932157	1.46364588	1.903039178	1.760144287
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter ginsenosidivorans	1.889084526	2.774370379	2.293630228	3.045829994	3.689487646	2.96366481	2.505227086	2.861770557	3.115796821	2.378218796	2.489134179	2.433413754	2.96070744	2.643504077	2.136007403	2.936721381	2.512643254
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter mali	1.792354779	2.38868034	2.038137387	2.699589946	3.162467742	2.720254058	2.272833065	2.629377249	3.093042845	2.493918874	2.438105614	2.233910393	2.840522347	2.287400735	2.118935169	2.497719169	2.645735746
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter celer	1.670122947	2.605052756	1.788063891	2.549513665	2.690537193	2.31920151	2.313237668	2.33974899	2.804582675	2.112109231	2.161243183	2.037770839	2.727767349	2.172607978	1.673076097	2.609230997	2.272109433
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter ginkgonis	1.550156028	1.791738057	1.076109515	1.669993768	1.497381422	1.701097825	1.460847556	1.595637446	2.113659599	1.626787304	1.884618075	1.393854828	1.846693835	1.412837926	1.559559281	1.605207185	1.632378611
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter xinganensis	1.448616945	1.629225287	1.735678987	2.575164988	2.744075152	2.0911136	1.842704035	1.947692307	2.175615086	1.911451024	2.313402021	1.934981653	2.33477053	1.964403151	1.929573062	2.012273449	1.810729751
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter rubeus	1.404416658	1.633866988	1.556781703	2.833154625	3.150854657	2.354671918	1.608022177	2.04311545	1.899573861	2.274910664	1.517690797	1.790066537	1.841885905	2.183836177	2.268349017	1.991078248	1.468753029
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter gossypii	1.315716629	1.930256283	1.819380148	2.12456535	2.438786958	1.741854248	1.795215836	1.704729622	1.660523252	1.510320515	1.447179808	1.270149947	1.413245232	1.875791639	1.360898952	1.568883436	1.760144287
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter ginsenosidivorax	1.151602042	1.313458124	1.320043597	1.621575916	2.157030521	1.412206547	1.47187271	1.704729622	1.368796475	1.678304723	1.575501708	1.577691273	1.629544595	1.428026488	1.291486619	1.413687881	1.362554336
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium sp. ML3W	1.599999602	1.665947345	1.286821103	1.542872939	1.561941023	0.995490277	1.587894334	1.500213002	1.794427737	1.06541616	1.527488258	0.929984453	1.78791334	1.084162447	1.00596789	1.319661229	1.868583403
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium sp. DR205	1.347191141	1.787578178	1.538079328	2.410771936	2.184629194	2.202377785	1.704652991	2.342252656	2.175615086	1.801132551	1.603561037	1.447558022	1.996984258	1.892312931	1.641543798	1.938269387	1.820020191
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium sp. CZ-2	1.156051923	1.523136684	1.1702059	1.664693555	1.952831325	1.586425317	1.477353851	1.827750596	1.971198014	1.444398039	1.517690797	1.234949234	2.156508035	1.25571325	1.18614824	1.527421207	1.853582259
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium sp. UDSM-2020	1.142660889	1.141587478	1.499931131	1.747245392	1.746095626	1.501944151	1.536310781	1.924488453	1.605850215	1.379474834	1.477821728	1.188391293	1.476652211	1.229946013	0.987274865	1.213858433	1.252494536
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium sp. dk4302	0.656713771	1.040333536	0.882133123	1.115642968	1.044320055	0.926449734	0.815745401	1.151963135	1.967866777	1.049853235	1.311999716	1.183124208	1.387081008	0.953806103	0.896687763	0.770628536	1.362554336
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium spiritivorum	2.729983273	3.242388119	2.922910683	3.536955904	3.921787041	3.557785372	3.032054325	3.62348875	3.491325051	3.142257938	2.979562412	2.991202612	3.395803851	3.049180353	2.903160866	3.517995538	3.061919643
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium lactis	1.629099568	2.073815041	1.430643833	2.413934383	2.046056422	2.0858464	1.917190584	2.553620424	2.657257223	2.008572556	2.267370418	1.807286453	2.303636946	1.943416065	1.760071468	2.050828433	2.432130824
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium thalpophilum	1.404416658	2.140570182	1.561419658	2.426515301	2.524078771	2.337045721	1.812665666	1.870006353	2.140538385	2.029882866	2.234849609	1.737138121	2.636319039	1.895048179	1.799893651	1.919159636	2.071501664
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium hotanense	1.354953636	1.562622852	1.450782071	1.44733327	1.931270326	1.794464705	1.47187271	1.657259548	2.004094048	1.491242268	1.367600711	1.280051534	1.832221707	1.557974359	1.072508477	1.727420239	1.642887136
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium daejeonense	1.323649865	1.518124049	1.368485475	1.680536132	1.830047813	1.494012965	1.504451482	1.561663432	1.838869611	1.262822925	1.973312421	1.079212789	2.481093192	1.428026488	1.124756723	1.338963205	1.229437928
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium multivorum	1.229672576	1.324985359	1.566042751	2.322655185	2.411794971	2.064583164	1.536310781	1.849033175	1.764020558	2.005886498	1.658093727	1.407469198	2.093181157	1.664409673	1.872994494	1.767148705	1.563985833
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium mizutaii	1.106331626	1.572327812	1.606997159	1.477874619	1.45267869	1.144792012	1.415884564	1.852549946	2.080112784	1.012873253	1.929646737	1.342806604	2.105268622	1.362340814	1.245033624	1.059517302	1.760144287
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium psychroaquaticum	1.073775313	1.386789607	1.217988944	2.04928329	1.841651912	1.428943142	1.466370665	1.8769302	1.820518247	1.779278084	1.798228027	1.402945335	1.549235866	1.494463028	1.306644408	1.300097503	1.270678136
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium siyangense	0.462012606	0.772132011	0.586951907	0.597834215	0.44245727	0.828934877	0.601566594	0.627734215	1.022132355	0.586383565	1.175349069	0.475437223	1.419712813	0.326097308	0.534190185	0.418132301	0.824230696
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter sp. SW-16	1.441343632	0.908630736	1.200255245	1.571476531	1.841651912	1.735140967	0.841476179	1.937793461	1.672851209	1.375318467	1.01048243	1.172531997	1.393666683	1.334399763	1.559559281	1.458498738	1.01966931
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter sp. eg	1.422998289	1.741009913	1.480471969	1.659373799	1.989804674	1.888218942	1.799598121	2.002537923	2.251551944	1.804227767	1.757181887	1.557479921	2.113271034	1.533606635	1.389654314	1.712697907	1.997005039
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter sp. KBS0701	1.311733592	2.28920587	1.9907832	2.120699564	2.810535192	2.226511593	1.777552359	1.78421975	1.485213408	1.772972658	1.31765724	1.613373141	1.747352202	1.97219526	1.31166182	2.074052418	1.563985833
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter sp. CJ43	1.267178675	1.572327812	1.405069177	1.696206625	1.610229883	1.593865664	1.321522851	1.463886369	2.073928661	1.46018239	1.502868711	1.309354964	1.747352202	1.405183257	1.745313745	1.480392806	1.618247105
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter sp. HDW13	1.258927845	1.336421221	1.756052748	1.052111435	1.083942331	0.866279589	1.309281558	1.008013605	1.786885814	1.111122294	1.826280925	1.129367913	2.121229302	1.000274394	1.072508477	1.187480896	1.492188755
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter sp. G11	0.976492332	1.095218432	0.989279764	1.908398227	1.561941023	1.608632224	1.097820479	1.450024547	1.060170116	1.383619262	1.111644982	0.784540293	1.277404057	1.229946013	1.700112599	1.187480896	1.153078452
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter sp. JBR3-12	0.966393274	1.359024539	1.405069177	2.260771125	2.193712661	1.761808671	1.398655476	1.798876458	2.472150286	1.640706155	1.88842461	1.715410811	1.921518329	1.654758341	1.542588099	1.802340022	1.756923021
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter sp. PACM 27299	0.945980567	0.997754649	1.176266049	1.131098134	1.398712209	1.280081564	1.24646685	1.48216402	1.471164767	1.324485004	1.230372604	1.172531997	1.716164999	1.098472838	1.384901379	1.338963205	1.31077216
